,Year,Month,Mean Temp (°C),Date/Time
760,2000,MAY,14.3,2000-05
761,2000,JUN,18.2,2000-06
762,2000,JUL,20.1,2000-07
763,2000,AUG,20.6,2000-08
764,2000,SEP,15.9,2000-09
765,2000,OCT,11.2,2000-10
766,2000,NOV,3.6,2000-11
767,2000,DEC,-7.2,2000-12
768,2001,JAN,-4.1,2001-01
769,2001,FEB,-3.0,2001-02
770,2001,MAR,-0.3,2001-03
771,2001,APR,8.3,2001-04
772,2001,MAY,14.8,2001-05
773,2001,JUN,19.7,2001-06
774,2001,JUL,21.0,2001-07
775,2001,AUG,23.2,2001-08
776,2001,SEP,16.7,2001-09
777,2001,OCT,10.6,2001-10
778,2001,NOV,7.1,2001-11
779,2001,DEC,1.7,2001-12
780,2002,JAN,-0.5,2002-01
781,2002,FEB,-1.3,2002-02
782,2002,MAR,0.4,2002-03
783,2002,APR,7.3,2002-04
784,2002,MAY,10.9,2002-05
785,2002,JUN,19.1,2002-06
786,2002,JUL,24.2,2002-07
787,2002,AUG,22.6,2002-08
788,2002,SEP,20.2,2002-09
789,2002,OCT,8.9,2002-10
790,2002,NOV,3.2,2002-11
791,2002,DEC,-2.0,2002-12
792,2003,JAN,-8.3,2003-01
793,2003,FEB,-7.0,2003-02
794,2003,MAR,-0.7,2003-03
795,2003,APR,5.7,2003-04
796,2003,MAY,12.3,2003-05
797,2003,JUN,18.3,2003-06
798,2003,JUL,21.8,2003-07
799,2003,AUG,22.1,2003-08
800,2003,SEP,17.0,2003-09
801,2003,OCT,9.1,2003-10
802,2003,NOV,4.7,2003-11
803,2003,DEC,-0.1,2003-12
804,2004,JAN,-9.4,2004-01
805,2004,FEB,-3.8,2004-02
806,2004,MAR,2.3,2004-03
807,2004,APR,7.0,2004-04
808,2004,MAY,13.2,2004-05
809,2004,JUN,17.6,2004-06
810,2004,JUL,20.7,2004-07
811,2004,AUG,19.5,2004-08
812,2004,SEP,18.4,2004-09
813,2004,OCT,10.7,2004-10
814,2004,NOV,5.4,2004-11
815,2004,DEC,-2.8,2004-12
816,2005,JAN,-6.8,2005-01
817,2005,FEB,-4.0,2005-02
818,2005,MAR,-1.6,2005-03
819,2005,APR,7.8,2005-04
820,2005,MAY,11.9,2005-05
821,2005,JUN,22.6,2005-06
822,2005,JUL,24.1,2005-07
823,2005,AUG,22.5,2005-08
824,2005,SEP,19.0,2005-09
825,2005,OCT,11.1,2005-10
826,2005,NOV,5.1,2005-11
827,2005,DEC,-3.5,2005-12
828,2006,JAN,0.2,2006-01
829,2006,FEB,-3.6,2006-02
830,2006,MAR,1.3,2006-03
831,2006,APR,8.2,2006-04
832,2006,MAY,14.4,2006-05
833,2006,JUN,19.8,2006-06
834,2006,JUL,23.4,2006-07
835,2006,AUG,21.1,2006-08
836,2006,SEP,15.7,2006-09
837,2006,OCT,8.7,2006-10
838,2006,NOV,5.3,2006-11
839,2006,DEC,1.9,2006-12
840,2007,JAN,-2.9,2007-01
841,2007,FEB,-8.4,2007-02
842,2007,MAR,0.4,2007-03
843,2007,APR,6.1,2007-04
844,2007,MAY,14.3,2007-05
845,2007,JUN,20.8,2007-06
846,2007,JUL,21.3,2007-07
847,2007,AUG,22.4,2007-08
848,2007,SEP,18.4,2007-09
849,2007,OCT,14.2,2007-10
850,2007,NOV,2.6,2007-11
851,2007,DEC,-2.3,2007-12
852,2008,JAN,-2.1,2008-01
853,2008,FEB,-5.3,2008-02
854,2008,MAR,-1.7,2008-03
855,2008,APR,9.5,2008-04
856,2008,MAY,11.8,2008-05
857,2008,JUN,19.6,2008-06
858,2008,JUL,21.5,2008-07
859,2008,AUG,19.7,2008-08
860,2008,SEP,16.9,2008-09
861,2008,OCT,9.0,2008-10
862,2008,NOV,2.9,2008-11
863,2008,DEC,-3.1,2008-12
864,2009,JAN,-8.8,2009-01
865,2009,FEB,-3.7,2009-02
866,2009,MAR,0.8,2009-03
867,2009,APR,7.8,2009-04
868,2009,MAY,13.1,2009-05
869,2009,JUN,17.5,2009-06
870,2009,JUL,19.2,2009-07
871,2009,AUG,20.6,2009-08
872,2009,SEP,16.9,2009-09
873,2009,OCT,8.7,2009-10
874,2009,NOV,6.0,2009-11
875,2009,DEC,-2.4,2009-12
876,2010,JAN,-5.2,2010-01
877,2010,FEB,-3.4,2010-02
878,2010,MAR,4.4,2010-03
879,2010,APR,10.5,2010-04
880,2010,MAY,16.0,2010-05
881,2010,JUN,19.2,2010-06
882,2010,JUL,23.3,2010-07
883,2010,AUG,22.4,2010-08
884,2010,SEP,16.4,2010-09
885,2010,OCT,10.2,2010-10
886,2010,NOV,4.5,2010-11
887,2010,DEC,-3.8,2010-12
888,2011,JAN,-7.0,2011-01
889,2011,FEB,-5.4,2011-02
890,2011,MAR,-0.5,2011-03
891,2011,APR,6.9,2011-04
892,2011,MAY,14.1,2011-05
893,2011,JUN,19.1,2011-06
894,2011,JUL,24.4,2011-07
895,2011,AUG,21.9,2011-08
896,2011,SEP,17.7,2011-09
897,2011,OCT,10.5,2011-10
898,2011,NOV,6.6,2011-11
899,2011,DEC,0.8,2011-12
900,2012,JAN,-1.7,2012-01
901,2012,FEB,-0.3,2012-02
902,2012,MAR,6.7,2012-03
903,2012,APR,7.3,2012-04
904,2012,MAY,16.6,2012-05
905,2012,JUN,20.6,2012-06
906,2012,JUL,24.3,2012-07
907,2012,AUG,21.6,2012-08
908,2012,SEP,16.4,2012-09
909,2012,OCT,10.2,2012-10
910,2012,NOV,3.5,2012-11
911,2012,DEC,0.8,2012-12
912,2013,JAN,-2.1,2013-01
913,2013,FEB,-4.6,2013-02
914,2013,MAR,0.1,2013-03
915,2013,APR,6.0,2013-04
916,2013,MAY,15.2,2013-05
917,2013,JUN,16.5,2013-06
