,year,month,date_time,mean_temp
1355,1953,AUG,1953-08-01,21.3
1356,1953,DEC,1953-12-01,0.25000000000000006
1357,1953,FEB,1953-02-01,-1.6
1358,1953,JAN,1953-01-01,-2.1
1359,1953,JUL,1953-07-01,21.75
1360,1953,JUN,1953-06-01,19.05
1361,1953,MAR,1953-03-01,1.85
1362,1953,MAY,1953-05-01,13.4
1363,1953,NOV,1953-11-01,6.1
1364,1953,OCT,1953-10-01,11.25
1365,1953,SEP,1953-09-01,16.7
1366,1954,APR,1954-04-01,7.45
1367,1954,AUG,1954-08-01,19.65
1368,1954,DEC,1954-12-01,-2.6
1369,1954,FEB,1954-02-01,-0.7
1370,1954,JAN,1954-01-01,-7.0
1371,1954,JUL,1954-07-01,20.8
1372,1954,JUN,1954-06-01,19.6
1373,1954,MAR,1954-03-01,-0.6
1374,1954,MAY,1954-05-01,11.9
1375,1954,NOV,1954-11-01,4.65
1376,1954,OCT,1954-10-01,11.5
1377,1954,SEP,1954-09-01,16.0
1378,1955,APR,1955-04-01,10.0
1379,1955,AUG,1955-08-01,23.25
1380,1955,DEC,1955-12-01,-4.65
1381,1955,FEB,1955-02-01,-4.15
1382,1955,JAN,1955-01-01,-4.85
1383,1955,JUL,1955-07-01,24.4
1384,1955,JUN,1955-06-01,19.6
1385,1955,MAR,1955-03-01,-0.45000000000000007
1386,1955,MAY,1955-05-01,15.05
1387,1955,NOV,1955-11-01,3.05
1388,1955,OCT,1955-10-01,11.6
1389,1955,SEP,1955-09-01,16.35
1390,1956,APR,1956-04-01,4.95
1391,1956,AUG,1956-08-01,19.85
1392,1956,DEC,1956-12-01,-0.5499999999999999
1393,1956,FEB,1956-02-01,-3.35
1394,1956,JAN,1956-01-01,-4.8
1395,1956,JUL,1956-07-01,19.9
1396,1956,JUN,1956-06-01,18.7
1397,1956,MAR,1956-03-01,-1.7
1398,1956,MAY,1956-05-01,10.6
1399,1956,NOV,1956-11-01,4.55
1400,1956,OCT,1956-10-01,11.35
1401,1956,SEP,1956-09-01,13.75
1402,1957,APR,1957-04-01,8.15
1403,1957,AUG,1957-08-01,19.7
1404,1957,DEC,1957-12-01,0.5
1405,1957,FEB,1957-02-01,-2.7
1406,1957,JAN,1957-01-01,-7.5
1407,1957,JUL,1957-07-01,21.3
1408,1957,JUN,1957-06-01,19.6
1409,1957,MAR,1957-03-01,1.5
1410,1957,MAY,1957-05-01,12.2
1411,1957,NOV,1957-11-01,4.85
1412,1957,OCT,1957-10-01,9.65
1413,1957,SEP,1957-09-01,16.35
1414,1958,APR,1958-04-01,8.6
1415,1958,AUG,1958-08-01,20.5
1416,1958,DEC,1958-12-01,-6.1
1417,1958,FEB,1958-02-01,-6.95
1418,1958,JAN,1958-01-01,-4.449999999999999
1419,1958,JUL,1958-07-01,21.4
1420,1958,JUN,1958-06-01,16.25
1421,1958,MAR,1958-03-01,2.0
1422,1958,MAY,1958-05-01,12.35
1423,1958,NOV,1958-11-01,4.699999999999999
1424,1958,OCT,1958-10-01,10.25
1425,1958,SEP,1958-09-01,16.85
1426,1959,APR,1959-04-01,7.6
1427,1959,AUG,1959-08-01,24.0
1428,1959,DEC,1959-12-01,-0.7999999999999999
1429,1959,FEB,1959-02-01,-6.65
1430,1959,JAN,1959-01-01,-6.5
1431,1959,JUL,1959-07-01,22.6
1432,1959,JUN,1959-06-01,20.1
1433,1959,MAR,1959-03-01,-1.3
1434,1959,MAY,1959-05-01,14.35
1435,1959,NOV,1959-11-01,2.55
1436,1959,OCT,1959-10-01,10.05
1437,1959,SEP,1959-09-01,19.0
1438,1960,APR,1960-04-01,7.75
1439,1960,AUG,1960-08-01,20.75
1440,1960,DEC,1960-12-01,-4.65
1441,1960,FEB,1960-02-01,-3.6500000000000004
1442,1960,JAN,1960-01-01,-4.3
1443,1960,JUL,1960-07-01,20.6
1444,1960,JUN,1960-06-01,18.4
1445,1960,MAR,1960-03-01,-4.9
1446,1960,MAY,1960-05-01,13.75
1447,1960,NOV,1960-11-01,6.05
1448,1960,OCT,1960-10-01,10.45
1449,1960,SEP,1960-09-01,18.1
1450,1961,APR,1961-04-01,5.0
1451,1961,AUG,1961-08-01,21.0
1452,1961,DEC,1961-12-01,-1.85
1453,1961,FEB,1961-02-01,-2.1
1454,1961,JAN,1961-01-01,-7.25
1455,1961,JUL,1961-07-01,21.5
1456,1961,JUN,1961-06-01,18.05
1457,1961,MAR,1961-03-01,0.65
1458,1961,MAY,1961-05-01,12.05
1459,1961,NOV,1961-11-01,4.0
1460,1961,OCT,1961-10-01,12.5
1461,1961,SEP,1961-09-01,19.85
1462,1962,APR,1962-04-01,7.4
1463,1962,AUG,1962-08-01,20.85
1464,1962,DEC,1962-12-01,-3.6
1465,1962,FEB,1962-02-01,-7.15
1466,1962,JAN,1962-01-01,-6.35
1467,1962,JUL,1962-07-01,20.200000000000003
1468,1962,JUN,1962-06-01,19.15
1469,1962,MAR,1962-03-01,0.49999999999999994
1470,1962,MAY,1962-05-01,16.15
1471,1962,NOV,1962-11-01,3.25
1472,1962,OCT,1962-10-01,10.850000000000001
1473,1962,SEP,1962-09-01,15.1
1474,1963,APR,1963-04-01,7.45
1475,1963,AUG,1963-08-01,19.25
1476,1963,DEC,1963-12-01,-6.4
1477,1963,FEB,1963-02-01,-8.45
1478,1963,JAN,1963-01-01,-7.75
1479,1963,JUL,1963-07-01,21.85
1480,1963,JUN,1963-06-01,19.5
1481,1963,MAR,1963-03-01,1.4
1482,1963,MAY,1963-05-01,12.3
1483,1963,NOV,1963-11-01,6.75
1484,1963,OCT,1963-10-01,14.1
1485,1963,SEP,1963-09-01,14.5
1486,1964,APR,1964-04-01,6.4
1487,1964,AUG,1964-08-01,17.700000000000003
1488,1964,DEC,1964-12-01,-2.2
1489,1964,FEB,1964-02-01,-4.65
1490,1964,JAN,1964-01-01,-2.9
1491,1964,JUL,1964-07-01,22.05
1492,1964,JUN,1964-06-01,17.75
1493,1964,MAR,1964-03-01,-0.050000000000000044
1494,1964,MAY,1964-05-01,14.7
1495,1964,NOV,1964-11-01,4.8
1496,1964,OCT,1964-10-01,8.8
1497,1964,SEP,1964-09-01,15.25
1498,1965,APR,1965-04-01,4.4
1499,1965,AUG,1965-08-01,19.0
1500,1965,DEC,1965-12-01,0.30000000000000004
1501,1965,FEB,1965-02-01,-5.050000000000001
1502,1965,JAN,1965-01-01,-6.0
1503,1965,JUL,1965-07-01,18.450000000000003
1504,1965,JUN,1965-06-01,17.5
1505,1965,MAR,1965-03-01,-2.15
1506,1965,MAY,1965-05-01,14.3
1507,1965,NOV,1965-11-01,3.6
1508,1965,OCT,1965-10-01,8.3
1509,1965,SEP,1965-09-01,16.049999999999997
1510,1966,APR,1966-04-01,5.5
1511,1966,AUG,1966-08-01,20.2
1512,1966,DEC,1966-12-01,-2.45
1513,1966,FEB,1966-02-01,-4.15
1514,1966,JAN,1966-01-01,-7.05
1515,1966,JUL,1966-07-01,22.25
1516,1966,JUN,1966-06-01,18.950000000000003
1517,1966,MAR,1966-03-01,1.4
1518,1966,MAY,1966-05-01,10.2
1519,1966,NOV,1966-11-01,4.75
1520,1966,OCT,1966-10-01,9.100000000000001
1521,1966,SEP,1966-09-01,14.95
1522,1967,APR,1967-04-01,6.699999999999999
1523,1967,AUG,1967-08-01,18.9
1524,1967,DEC,1967-12-01,-1.0
1525,1967,FEB,1967-02-01,-7.6499999999999995
1526,1967,JAN,1967-01-01,-2.25
1527,1967,JUL,1967-07-01,19.9
1528,1967,JUN,1967-06-01,20.1
1529,1967,MAR,1967-03-01,-1.55
1530,1967,MAY,1967-05-01,9.35
1531,1967,NOV,1967-11-01,1.9500000000000002
1532,1967,OCT,1967-10-01,9.65
1533,1967,SEP,1967-09-01,15.15
1534,1968,APR,1968-04-01,8.45
1535,1968,AUG,1968-08-01,19.799999999999997
1536,1968,DEC,1968-12-01,-3.9
1537,1968,FEB,1968-02-01,-6.75
1538,1968,JAN,1968-01-01,-7.5
1539,1968,JUL,1968-07-01,20.5
1540,1968,JUN,1968-06-01,17.25
1541,1968,MAR,1968-03-01,1.2
1542,1968,MAY,1968-05-01,10.6
1543,1968,NOV,1968-11-01,3.45
1544,1968,OCT,1968-10-01,11.149999999999999
1545,1968,SEP,1968-09-01,17.65
1546,1969,APR,1969-04-01,7.6
1547,1969,AUG,1969-08-01,21.95
1548,1969,DEC,1969-12-01,-4.85
1549,1969,FEB,1969-02-01,-3.8499999999999996
1550,1969,JAN,1969-01-01,-5.3
1551,1969,JUL,1969-07-01,21.15
1552,1969,JUN,1969-06-01,16.7
1553,1969,MAR,1969-03-01,-1.0
1554,1969,MAY,1969-05-01,12.149999999999999
1555,1969,NOV,1969-11-01,4.05
1556,1969,OCT,1969-10-01,9.45
1557,1969,SEP,1969-09-01,16.7
1558,1970,APR,1970-04-01,7.5
1559,1970,AUG,1970-08-01,20.95
1560,1970,DEC,1970-12-01,-4.1
1561,1970,FEB,1970-02-01,-5.55
1562,1970,JAN,1970-01-01,-9.15
1563,1970,JUL,1970-07-01,21.55
1564,1970,JUN,1970-06-01,18.35
1565,1970,MAR,1970-03-01,-1.2999999999999998
1566,1970,MAY,1970-05-01,12.8
1567,1970,NOV,1970-11-01,5.199999999999999
1568,1970,OCT,1970-10-01,11.2
1569,1970,SEP,1970-09-01,16.55
1570,1971,APR,1971-04-01,5.4
1571,1971,AUG,1971-08-01,19.8
1572,1971,DEC,1971-12-01,-0.25
1573,1971,FEB,1971-02-01,-4.0
1574,1971,JAN,1971-01-01,-8.0
1575,1971,JUL,1971-07-01,20.2
1576,1971,JUN,1971-06-01,18.799999999999997
1577,1971,MAR,1971-03-01,-2.1
1578,1971,MAY,1971-05-01,12.55
1579,1971,NOV,1971-11-01,3.5
1580,1971,OCT,1971-10-01,13.55
1581,1971,SEP,1971-09-01,18.049999999999997
1582,1972,APR,1972-04-01,4.05
1583,1972,AUG,1972-08-01,19.55
1584,1972,DEC,1972-12-01,-1.9
1585,1972,FEB,1972-02-01,-6.4
1586,1972,JAN,1972-01-01,-4.75
1587,1972,JUL,1972-07-01,21.05
1588,1972,JUN,1972-06-01,16.55
1589,1972,MAR,1972-03-01,-3.05
1590,1972,MAY,1972-05-01,14.15
1591,1972,NOV,1972-11-01,2.2
1592,1972,OCT,1972-10-01,7.550000000000001
1593,1972,SEP,1972-09-01,16.65
1594,1973,APR,1973-04-01,7.15
1595,1973,AUG,1973-08-01,22.799999999999997
1596,1973,DEC,1973-12-01,-3.2
1597,1973,FEB,1973-02-01,-6.25
1598,1973,JAN,1973-01-01,-3.25
1599,1973,JUL,1973-07-01,21.85
1600,1973,JUN,1973-06-01,19.2
1601,1973,MAR,1973-03-01,4.050000000000001
1602,1973,MAY,1973-05-01,11.45
1603,1973,NOV,1973-11-01,4.55
1604,1973,OCT,1973-10-01,11.7
1605,1973,SEP,1973-09-01,16.799999999999997
1606,1974,APR,1974-04-01,7.9
1607,1974,AUG,1974-08-01,20.9
1608,1974,DEC,1974-12-01,0.0
1609,1974,FEB,1974-02-01,-6.7
1610,1974,JAN,1974-01-01,-4.45
1611,1974,JUL,1974-07-01,21.35
1612,1974,JUN,1974-06-01,17.4
1613,1974,MAR,1974-03-01,-0.25
1614,1974,MAY,1974-05-01,10.850000000000001
1615,1974,NOV,1974-11-01,4.05
1616,1974,OCT,1974-10-01,8.1
1617,1974,SEP,1974-09-01,14.850000000000001
1618,1975,APR,1975-04-01,3.6
1619,1975,AUG,1975-08-01,20.85
1620,1975,DEC,1975-12-01,-3.6
1621,1975,FEB,1975-02-01,-2.85
1622,1975,JAN,1975-01-01,-2.2
1623,1975,JUL,1975-07-01,22.450000000000003
1624,1975,JUN,1975-06-01,19.1
1625,1975,MAR,1975-03-01,-1.55
1626,1975,MAY,1975-05-01,16.25
1627,1975,NOV,1975-11-01,7.45
1628,1975,OCT,1975-10-01,10.7
1629,1975,SEP,1975-09-01,14.25
1630,1976,APR,1976-04-01,8.5
1631,1976,AUG,1976-08-01,19.65
1632,1976,DEC,1976-12-01,-6.25
1633,1976,FEB,1976-02-01,-1.45
1634,1976,JAN,1976-01-01,-8.25
1635,1976,JUL,1976-07-01,19.6
1636,1976,JUN,1976-06-01,19.75
1637,1976,MAR,1976-03-01,1.1
1638,1976,MAY,1976-05-01,11.5
1639,1976,NOV,1976-11-01,1.2000000000000002
1640,1976,OCT,1976-10-01,7.25
1641,1976,SEP,1976-09-01,15.45
1642,1977,APR,1977-04-01,8.15
1643,1977,AUG,1977-08-01,19.2
1644,1977,DEC,1977-12-01,-3.25
1645,1977,FEB,1977-02-01,-4.9
1646,1977,JAN,1977-01-01,-10.399999999999999
1647,1977,JUL,1977-07-01,21.4
1648,1977,JUN,1977-06-01,17.65
1649,1977,MAR,1977-03-01,3.15
1650,1977,MAY,1977-05-01,15.5
1651,1977,NOV,1977-11-01,4.95
1652,1977,OCT,1977-10-01,9.15
1653,1977,SEP,1977-09-01,16.15
1654,1978,APR,1978-04-01,4.95
1655,1978,AUG,1978-08-01,20.4
1656,1978,DEC,1978-12-01,-1.8499999999999999
1657,1978,FEB,1978-02-01,-8.35
1658,1978,JAN,1978-01-01,-7.65
1659,1978,JUL,1978-07-01,20.95
1660,1978,JUN,1978-06-01,17.6
1661,1978,MAR,1978-03-01,-2.6
1662,1978,MAY,1978-05-01,13.8
1663,1978,NOV,1978-11-01,3.8
1664,1978,OCT,1978-10-01,9.149999999999999
1665,1978,SEP,1978-09-01,15.55
1666,1979,APR,1979-04-01,5.949999999999999
1667,1979,AUG,1979-08-01,19.25
1668,1979,DEC,1979-12-01,-0.4
1669,1979,FEB,1979-02-01,-9.8
1670,1979,JAN,1979-01-01,-6.85
1671,1979,JUL,1979-07-01,21.2
1672,1979,JUN,1979-06-01,17.75
1673,1979,MAR,1979-03-01,2.25
1674,1979,MAY,1979-05-01,12.05
1675,1979,NOV,1979-11-01,4.550000000000001
1676,1979,OCT,1979-10-01,9.0
1677,1979,SEP,1979-09-01,15.8
1678,1980,APR,1980-04-01,7.0
1679,1980,AUG,1980-08-01,21.9
1680,1980,DEC,1980-12-01,-5.449999999999999
1681,1980,FEB,1980-02-01,-6.75
1682,1980,JAN,1980-01-01,-4.35
1683,1980,JUL,1980-07-01,21.15
1684,1980,JUN,1980-06-01,15.65
1685,1980,MAR,1980-03-01,-1.05
1686,1980,MAY,1980-05-01,14.65
1687,1980,NOV,1980-11-01,2.8
1688,1980,OCT,1980-10-01,7.8
1689,1980,SEP,1980-09-01,15.95
1690,1981,APR,1981-04-01,7.95
1691,1981,AUG,1981-08-01,20.1
1692,1981,DEC,1981-12-01,-2.0
1693,1981,FEB,1981-02-01,-1.25
1694,1981,JAN,1981-01-01,-9.05
1695,1981,JUL,1981-07-01,21.4
1696,1981,JUN,1981-06-01,18.1
1697,1981,MAR,1981-03-01,0.95
1698,1981,MAY,1981-05-01,12.55
1699,1981,NOV,1981-11-01,4.25
1700,1981,OCT,1981-10-01,7.4
1701,1981,SEP,1981-09-01,15.200000000000001
1702,1982,APR,1982-04-01,5.300000000000001
1703,1982,AUG,1982-08-01,18.05
1704,1982,DEC,1982-12-01,1.5
1705,1982,FEB,1982-02-01,-6.15
1706,1982,JAN,1982-01-01,-8.95
1707,1982,JUL,1982-07-01,21.549999999999997
1708,1982,JUN,1982-06-01,15.9
1709,1982,MAR,1982-03-01,-0.9
1710,1982,MAY,1982-05-01,14.75
1711,1982,NOV,1982-11-01,4.75
1712,1982,OCT,1982-10-01,10.5
1713,1982,SEP,1982-09-01,15.450000000000001
1714,1983,APR,1983-04-01,6.2
1715,1983,AUG,1983-08-01,21.75
1716,1983,DEC,1983-12-01,-5.300000000000001
1717,1983,FEB,1983-02-01,-2.3
1718,1983,JAN,1983-01-01,-3.1999999999999997
1719,1983,JUL,1983-07-01,22.85
1720,1983,JUN,1983-06-01,19.15
1721,1983,MAR,1983-03-01,1.4000000000000001
1722,1983,MAY,1983-05-01,10.7
1723,1983,NOV,1983-11-01,3.9
1724,1983,OCT,1983-10-01,9.9
1725,1983,SEP,1983-09-01,17.45
1726,1984,APR,1984-04-01,7.699999999999999
1727,1984,AUG,1984-08-01,21.700000000000003
1728,1984,DEC,1984-12-01,0.75
1729,1984,FEB,1984-02-01,-0.5
1730,1984,JAN,1984-01-01,-8.149999999999999
1731,1984,JUL,1984-07-01,20.5
1732,1984,JUN,1984-06-01,18.95
1733,1984,MAR,1984-03-01,-3.5999999999999996
1734,1984,MAY,1984-05-01,11.0
1735,1984,NOV,1984-11-01,3.75
1736,1984,OCT,1984-10-01,11.15
1737,1984,SEP,1984-09-01,14.75
1738,1985,APR,1985-04-01,7.949999999999999
1739,1985,AUG,1985-08-01,19.95
1740,1985,DEC,1985-12-01,-3.9
1741,1985,FEB,1985-02-01,-4.65
1742,1985,JAN,1985-01-01,-7.300000000000001
1743,1985,JUL,1985-07-01,20.3
1744,1985,JUN,1985-06-01,16.4
1745,1985,MAR,1985-03-01,1.2
1746,1985,MAY,1985-05-01,13.899999999999999
1747,1985,NOV,1985-11-01,4.1
1748,1985,OCT,1985-10-01,10.4
1749,1985,SEP,1985-09-01,17.7
1750,1986,APR,1986-04-01,8.45
1751,1986,AUG,1986-08-01,18.766666666666666
1752,1986,DEC,1986-12-01,-0.8666666666666667
1753,1986,FEB,1986-02-01,-5.25
1754,1986,JAN,1986-01-01,-4.75
1755,1986,JUL,1986-07-01,21.2
1756,1986,JUN,1986-06-01,16.900000000000002
1757,1986,MAR,1986-03-01,1.3
1758,1986,MAY,1986-05-01,15.05
1759,1986,NOV,1986-11-01,1.9666666666666668
1760,1986,OCT,1986-10-01,9.1
1761,1986,SEP,1986-09-01,14.966666666666667
1762,1987,APR,1987-04-01,9.233333333333333
1763,1987,AUG,1987-08-01,19.866666666666667
1764,1987,DEC,1987-12-01,-0.10000000000000002
1765,1987,FEB,1987-02-01,-5.333333333333333
1766,1987,JAN,1987-01-01,-4.233333333333333
1767,1987,JUL,1987-07-01,22.733333333333334
1768,1987,JUN,1987-06-01,19.7
1769,1987,MAR,1987-03-01,2.266666666666667
1770,1987,MAY,1987-05-01,14.9
1771,1987,NOV,1987-11-01,3.5
1772,1987,OCT,1987-10-01,7.333333333333333
1773,1987,SEP,1987-09-01,15.766666666666666
1774,1988,APR,1988-04-01,6.266666666666667
1775,1988,AUG,1988-08-01,21.53333333333333
1776,1988,DEC,1988-12-01,-2.5666666666666664
1777,1988,FEB,1988-02-01,-6.266666666666666
1778,1988,JAN,1988-01-01,-4.466666666666667
1779,1988,JUL,1988-07-01,23.166666666666668
1780,1988,JUN,1988-06-01,18.266666666666666
1781,1988,MAR,1988-03-01,-0.5333333333333333
1782,1988,MAY,1988-05-01,14.266666666666666
1783,1988,NOV,1988-11-01,4.8
1784,1988,OCT,1988-10-01,7.366666666666667
1785,1988,SEP,1988-09-01,15.466666666666669
1786,1989,APR,1989-04-01,5.1000000000000005
1787,1989,AUG,1989-08-01,19.933333333333334
1788,1989,DEC,1989-12-01,-9.633333333333335
1789,1989,FEB,1989-02-01,-6.133333333333333
1790,1989,JAN,1989-01-01,-2.0333333333333337
1791,1989,JUL,1989-07-01,22.0
1792,1989,JUN,1989-06-01,18.666666666666664
1793,1989,MAR,1989-03-01,-1.9000000000000001
1794,1989,MAY,1989-05-01,13.266666666666666
1795,1989,NOV,1989-11-01,2.2333333333333334
1796,1989,OCT,1989-10-01,9.966666666666667
1797,1989,SEP,1989-09-01,15.866666666666665
1798,1990,APR,1990-04-01,8.6
1799,1990,AUG,1990-08-01,20.7
1800,1990,DEC,1990-12-01,-0.6999999999999998
1801,1990,FEB,1990-02-01,-3.266666666666667
1802,1990,JAN,1990-01-01,-0.7333333333333334
1803,1990,JUL,1990-07-01,21.26666666666667
1804,1990,JUN,1990-06-01,18.833333333333332
1805,1990,MAR,1990-03-01,1.0
1806,1990,MAY,1990-05-01,11.933333333333332
1807,1990,NOV,1990-11-01,4.833333333333333
1808,1990,OCT,1990-10-01,9.7
1809,1990,SEP,1990-09-01,15.700000000000001
1810,1991,APR,1991-04-01,8.766666666666667
1811,1991,AUG,1991-08-01,21.633333333333336
1812,1991,DEC,1991-12-01,-2.033333333333333
1813,1991,FEB,1991-02-01,-2.1
1814,1991,JAN,1991-01-01,-5.433333333333334
1815,1991,JUL,1991-07-01,22.066666666666666
1816,1991,JUN,1991-06-01,20.46666666666667
1817,1991,MAR,1991-03-01,1.7333333333333334
1818,1991,MAY,1991-05-01,16.500000000000004
1819,1991,NOV,1991-11-01,2.866666666666667
1820,1991,OCT,1991-10-01,10.600000000000001
1821,1991,SEP,1991-09-01,15.533333333333333
1822,1992,APR,1992-04-01,5.766666666666666
1823,1992,AUG,1992-08-01,18.23333333333333
1824,1992,DEC,1992-12-01,-1.2333333333333332
1825,1992,FEB,1992-02-01,-3.6666666666666665
1826,1992,JAN,1992-01-01,-4.0
1827,1992,JUL,1992-07-01,18.233333333333334
1828,1992,JUN,1992-06-01,16.766666666666666
1829,1992,MAR,1992-03-01,-0.9333333333333332
1830,1992,MAY,1992-05-01,12.799999999999999
1831,1992,NOV,1992-11-01,3.1999999999999997
1832,1992,OCT,1992-10-01,7.8
1833,1992,SEP,1992-09-01,15.233333333333333
1834,1993,APR,1993-04-01,6.8999999999999995
1835,1993,AUG,1993-08-01,21.566666666666666
1836,1993,DEC,1993-12-01,-2.2666666666666666
1837,1993,FEB,1993-02-01,-8.033333333333333
1838,1993,JAN,1993-01-01,-3.5
1839,1993,JUL,1993-07-01,21.966666666666665
1840,1993,JUN,1993-06-01,17.566666666666666
1841,1993,MAR,1993-03-01,-1.5
1842,1993,MAY,1993-05-01,12.699999999999998
1843,1993,NOV,1993-11-01,3.3000000000000003
1844,1993,OCT,1993-10-01,8.233333333333333
1845,1993,SEP,1993-09-01,14.133333333333333
1846,1994,APR,1994-04-01,7.433333333333333
1847,1994,AUG,1994-08-01,19.2
1848,1994,DEC,1994-12-01,0.1333333333333333
1849,1994,FEB,1994-02-01,-7.866666666666667
1850,1994,JAN,1994-01-01,-11.966666666666667
1851,1994,JUL,1994-07-01,21.76666666666667
1852,1994,JUN,1994-06-01,19.366666666666667
1853,1994,MAR,1994-03-01,-0.3333333333333333
1854,1994,MAY,1994-05-01,12.033333333333333
1855,1994,NOV,1994-11-01,5.766666666666666
1856,1994,OCT,1994-10-01,10.266666666666667
1857,1994,SEP,1994-09-01,16.366666666666667
1858,1995,APR,1995-04-01,4.3999999999999995
1859,1995,AUG,1995-08-01,22.133333333333336
1860,1995,DEC,1995-12-01,-4.8
1861,1995,FEB,1995-02-01,-7.033333333333334
1862,1995,JAN,1995-01-01,-2.8000000000000003
1863,1995,JUL,1995-07-01,22.0
1864,1995,JUN,1995-06-01,20.166666666666668
1865,1995,MAR,1995-03-01,2.233333333333333
1866,1995,MAY,1995-05-01,13.5
1867,1995,NOV,1995-11-01,1.3
1868,1995,OCT,1995-10-01,11.133333333333335
1869,1995,SEP,1995-09-01,14.5
1870,1996,APR,1996-04-01,4.533333333333334
1871,1996,AUG,1996-08-01,21.066666666666666
1872,1996,DEC,1996-12-01,0.03333333333333329
1873,1996,FEB,1996-02-01,-5.433333333333334
1874,1996,JAN,1996-01-01,-6.266666666666667
1875,1996,JUL,1996-07-01,20.033333333333335
1876,1996,JUN,1996-06-01,18.833333333333332
1877,1996,MAR,1996-03-01,-2.3666666666666667
1878,1996,MAY,1996-05-01,11.933333333333332
1879,1996,NOV,1996-11-01,1.2666666666666666
1880,1996,OCT,1996-10-01,9.466666666666667
1881,1996,SEP,1996-09-01,16.866666666666664
1882,1997,APR,1997-04-01,6.2
1883,1997,AUG,1997-08-01,19.133333333333336
1884,1997,DEC,1997-12-01,-0.6666666666666666
1885,1997,FEB,1997-02-01,-2.8333333333333335
1886,1997,JAN,1997-01-01,-5.933333333333333
1887,1997,JUL,1997-07-01,20.866666666666667
1888,1997,JUN,1997-06-01,19.966666666666665
1889,1997,MAR,1997-03-01,-0.9666666666666667
1890,1997,MAY,1997-05-01,9.799999999999999
1891,1997,NOV,1997-11-01,2.6666666666666665
1892,1997,OCT,1997-10-01,9.6
1893,1997,SEP,1997-09-01,15.9
1894,1998,APR,1998-04-01,8.766666666666667
1895,1998,AUG,1998-08-01,21.900000000000002
1896,1998,DEC,1998-12-01,0.9333333333333332
1897,1998,FEB,1998-02-01,-0.06666666666666672
1898,1998,JAN,1998-01-01,-2.1
1899,1998,JUL,1998-07-01,21.599999999999998
1900,1998,JUN,1998-06-01,19.066666666666666
1901,1998,MAR,1998-03-01,2.2666666666666666
1902,1998,MAY,1998-05-01,17.266666666666666
1903,1998,NOV,1998-11-01,5.1000000000000005
1904,1998,OCT,1998-10-01,11.0
1905,1998,SEP,1998-09-01,18.366666666666667
1906,1999,APR,1999-04-01,8.266666666666666
1907,1999,AUG,1999-08-01,20.133333333333333
1908,1999,DEC,1999-12-01,-0.5666666666666668
1909,1999,FEB,1999-02-01,-1.4333333333333333
1910,1999,JAN,1999-01-01,-6.0
1911,1999,JUL,1999-07-01,23.96666666666667
1912,1999,JUN,1999-06-01,20.333333333333332
1913,1999,MAR,1999-03-01,0.5
1914,1999,MAY,1999-05-01,15.633333333333333
1915,1999,NOV,1999-11-01,5.733333333333333
1916,1999,OCT,1999-10-01,9.833333333333334
1917,1999,SEP,1999-09-01,17.933333333333334
1918,2000,APR,2000-04-01,6.7
1919,2000,AUG,2000-08-01,20.433333333333334
1920,2000,DEC,2000-12-01,-6.766666666666666
1921,2000,FEB,2000-02-01,-2.6333333333333333
1922,2000,JAN,2000-01-01,-5.566666666666666
1923,2000,JUL,2000-07-01,20.166666666666668
1924,2000,JUN,2000-06-01,18.03333333333333
1925,2000,MAR,2000-03-01,4.3999999999999995
1926,2000,MAY,2000-05-01,14.333333333333334
1927,2000,NOV,2000-11-01,3.766666666666667
1928,2000,OCT,2000-10-01,11.0
1929,2000,SEP,2000-09-01,15.833333333333334
1930,2001,APR,2001-04-01,8.333333333333334
1931,2001,AUG,2001-08-01,23.166666666666668
1932,2001,DEC,2001-12-01,1.9333333333333336
1933,2001,FEB,2001-02-01,-3.0999999999999996
1934,2001,JAN,2001-01-01,-3.866666666666666
1935,2001,JUL,2001-07-01,20.8
1936,2001,JUN,2001-06-01,19.8
1937,2001,MAR,2001-03-01,-0.2333333333333333
1938,2001,MAY,2001-05-01,14.733333333333334
1939,2001,NOV,2001-11-01,7.199999999999999
1940,2001,OCT,2001-10-01,10.633333333333333
1941,2001,SEP,2001-09-01,16.7
1942,2002,APR,2002-04-01,7.433333333333334
1943,2002,AUG,2002-08-01,22.23333333333333
1944,2002,DEC,2002-12-01,-1.7999999999999998
1945,2002,FEB,2002-02-01,-1.3333333333333333
1946,2002,JAN,2002-01-01,-0.19999999999999998
1947,2002,JUL,2002-07-01,24.03333333333333
1948,2002,JUN,2002-06-01,19.200000000000003
1949,2002,MAR,2002-03-01,0.6333333333333333
1950,2002,MAY,2002-05-01,11.266666666666666
1951,2002,NOV,2002-11-01,3.2999999999999994
1952,2002,OCT,2002-10-01,9.1
1953,2002,SEP,2002-09-01,20.0
1954,2003,APR,2003-04-01,5.633333333333333
1955,2003,AUG,2003-08-01,21.85
1956,2003,DEC,2003-12-01,-0.39999999999999997
1957,2003,FEB,2003-02-01,-6.766666666666666
1958,2003,JAN,2003-01-01,-7.9333333333333345
1959,2003,JUL,2003-07-01,21.5
1960,2003,JUN,2003-06-01,18.46666666666667
1961,2003,MAR,2003-03-01,-0.5333333333333333
1962,2003,MAY,2003-05-01,12.5
1963,2003,NOV,2003-11-01,4.4
1964,2003,OCT,2003-10-01,8.75
1965,2003,SEP,2003-09-01,16.55
1966,2004,APR,2004-04-01,6.65
1967,2004,AUG,2004-08-01,19.15
1968,2004,DEC,2004-12-01,-3.25
