,year,month,date_time,mean_temp
688,1897,JUN,1897-06-01,16.4
689,1897,MAR,1897-03-01,-0.2
690,1897,MAY,1897-05-01,11.6
691,1897,NOV,1897-11-01,3.7
692,1897,OCT,1897-10-01,10.6
693,1897,SEP,1897-09-01,16.3
694,1898,APR,1898-04-01,6.5
695,1898,AUG,1898-08-01,21.4
696,1898,DEC,1898-12-01,-3.1
697,1898,FEB,1898-02-01,-4.2
698,1898,JAN,1898-01-01,-3.8
699,1898,JUL,1898-07-01,21.7
700,1898,JUN,1898-06-01,18.8
701,1898,MAR,1898-03-01,2.8
702,1898,MAY,1898-05-01,13.3
703,1898,NOV,1898-11-01,2.0
704,1898,OCT,1898-10-01,10.3
705,1898,SEP,1898-09-01,17.8
706,1899,APR,1899-04-01,7.1
707,1899,AUG,1899-08-01,21.1
708,1899,DEC,1899-12-01,-1.8
709,1899,FEB,1899-02-01,-7.1
710,1899,JAN,1899-01-01,-5.0
711,1899,JUL,1899-07-01,20.5
712,1899,JUN,1899-06-01,18.6
713,1899,MAR,1899-03-01,-2.1
714,1899,MAY,1899-05-01,13.0
715,1899,NOV,1899-11-01,4.7
716,1899,OCT,1899-10-01,10.5
717,1899,SEP,1899-09-01,14.0
718,1900,APR,1900-04-01,7.5
719,1900,AUG,1900-08-01,22.5
720,1900,DEC,1900-12-01,-1.7
721,1900,FEB,1900-02-01,-6.7
722,1900,JAN,1900-01-01,-3.4
723,1900,JUL,1900-07-01,20.6
724,1900,JUN,1900-06-01,18.4
725,1900,MAR,1900-03-01,-4.8
726,1900,MAY,1900-05-01,12.9
727,1900,NOV,1900-11-01,3.7
728,1900,OCT,1900-10-01,13.4
729,1900,SEP,1900-09-01,17.9
730,1901,APR,1901-04-01,8.0
731,1901,AUG,1901-08-01,20.7
732,1901,DEC,1901-12-01,-3.0
733,1901,FEB,1901-02-01,-8.5
734,1901,JAN,1901-01-01,-4.7
735,1901,JUL,1901-07-01,22.9
736,1901,JUN,1901-06-01,18.5
737,1901,MAR,1901-03-01,-1.2
738,1901,MAY,1901-05-01,12.5
739,1901,NOV,1901-11-01,1.4
740,1901,OCT,1901-10-01,9.4
741,1901,SEP,1901-09-01,16.6
742,1902,APR,1902-04-01,6.7
743,1902,AUG,1902-08-01,18.6
744,1902,DEC,1902-12-01,-4.2
745,1902,FEB,1902-02-01,-6.0
746,1902,JAN,1902-01-01,-4.8
747,1902,JUL,1902-07-01,20.5
748,1902,JUN,1902-06-01,15.6
749,1902,MAR,1902-03-01,3.1
750,1902,MAY,1902-05-01,11.9
751,1902,NOV,1902-11-01,6.1
752,1902,OCT,1902-10-01,9.3
753,1902,SEP,1902-09-01,15.7
754,1903,APR,1903-04-01,6.6
755,1903,AUG,1903-08-01,17.7
756,1903,DEC,1903-12-01,-5.1
757,1903,FEB,1903-02-01,-3.5
758,1903,JAN,1903-01-01,-5.0
759,1903,JUL,1903-07-01,20.7
760,1903,JUN,1903-06-01,16.6
761,1903,MAR,1903-03-01,4.3
762,1903,MAY,1903-05-01,13.3
763,1903,NOV,1903-11-01,1.7
764,1903,OCT,1903-10-01,10.5
765,1903,SEP,1903-09-01,16.2
766,1904,APR,1904-04-01,4.0
767,1904,AUG,1904-08-01,18.3
768,1904,DEC,1904-12-01,-5.4
769,1904,FEB,1904-02-01,-10.4
770,1904,JAN,1904-01-01,-8.9
771,1904,JUL,1904-07-01,19.7
772,1904,JUN,1904-06-01,17.3
773,1904,MAR,1904-03-01,-1.9
774,1904,MAY,1904-05-01,13.2
775,1904,NOV,1904-11-01,2.2
776,1904,OCT,1904-10-01,7.8
777,1904,SEP,1904-09-01,14.8
778,1905,APR,1905-04-01,5.7
779,1905,AUG,1905-08-01,19.7
780,1905,DEC,1905-12-01,-0.4
781,1905,FEB,1905-02-01,-8.6
782,1905,JAN,1905-01-01,-7.8
783,1905,JUL,1905-07-01,21.0
784,1905,JUN,1905-06-01,17.6
785,1905,MAR,1905-03-01,-0.8
786,1905,MAY,1905-05-01,11.5
787,1905,NOV,1905-11-01,2.7
788,1905,OCT,1905-10-01,9.4
789,1905,SEP,1905-09-01,16.8
790,1906,APR,1906-04-01,7.1
791,1906,AUG,1906-08-01,22.1
792,1906,DEC,1906-12-01,-4.9
793,1906,FEB,1906-02-01,-5.4
794,1906,JAN,1906-01-01,-0.6
795,1906,JUL,1906-07-01,21.2
796,1906,JUN,1906-06-01,18.7
797,1906,MAR,1906-03-01,-2.8
798,1906,MAY,1906-05-01,12.4
799,1906,NOV,1906-11-01,3.0
800,1906,OCT,1906-10-01,9.6
801,1906,SEP,1906-09-01,18.3
802,1907,APR,1907-04-01,3.6
803,1907,AUG,1907-08-01,18.5
804,1907,DEC,1907-12-01,-1.4
805,1907,FEB,1907-02-01,-7.5
806,1907,JAN,1907-01-01,-5.5
807,1907,JUL,1907-07-01,20.7
808,1907,JUN,1907-06-01,17.7
809,1907,MAR,1907-03-01,1.0
810,1907,MAY,1907-05-01,9.0
811,1907,NOV,1907-11-01,2.8
812,1907,OCT,1907-10-01,7.2
813,1907,SEP,1907-09-01,16.5
814,1908,APR,1908-04-01,5.5
815,1908,AUG,1908-08-01,19.4
816,1908,DEC,1908-12-01,-1.6
817,1908,FEB,1908-02-01,-7.1
818,1908,JAN,1908-01-01,-4.3
819,1908,JUL,1908-07-01,21.6
820,1908,JUN,1908-06-01,19.0
821,1908,MAR,1908-03-01,-0.3
822,1908,MAY,1908-05-01,13.5
823,1908,NOV,1908-11-01,4.3
824,1908,OCT,1908-10-01,10.8
825,1908,SEP,1908-09-01,17.7
826,1909,APR,1909-04-01,5.0
827,1909,AUG,1909-08-01,20.7
828,1909,DEC,1909-12-01,-3.3
829,1909,FEB,1909-02-01,-3.0
830,1909,JAN,1909-01-01,-3.2
831,1909,JUL,1909-07-01,19.9
832,1909,JUN,1909-06-01,18.6
833,1909,MAR,1909-03-01,-1.1
834,1909,MAY,1909-05-01,12.1
835,1909,NOV,1909-11-01,4.8
836,1909,OCT,1909-10-01,7.9
837,1909,SEP,1909-09-01,15.7
838,1910,APR,1910-04-01,8.3
839,1910,AUG,1910-08-01,19.8
840,1910,DEC,1910-12-01,-6.0
841,1910,FEB,1910-02-01,-6.1
842,1910,JAN,1910-01-01,-3.7
843,1910,JUL,1910-07-01,21.8
844,1910,JUN,1910-06-01,18.2
845,1910,MAR,1910-03-01,3.8
846,1910,MAY,1910-05-01,11.5
847,1910,NOV,1910-11-01,2.3
848,1910,OCT,1910-10-01,10.7
849,1910,SEP,1910-09-01,15.6
850,1911,APR,1911-04-01,6.3
851,1911,AUG,1911-08-01,20.8
852,1911,DEC,1911-12-01,1.1
853,1911,FEB,1911-02-01,-3.6
854,1911,JAN,1911-01-01,-3.4
855,1911,JUL,1911-07-01,22.0
856,1911,JUN,1911-06-01,18.7
857,1911,MAR,1911-03-01,-1.1
858,1911,MAY,1911-05-01,16.3
859,1911,NOV,1911-11-01,2.2
860,1911,OCT,1911-10-01,9.8
861,1911,SEP,1911-09-01,15.9
862,1912,APR,1912-04-01,5.5
863,1912,AUG,1912-08-01,17.8
864,1912,DEC,1912-12-01,0.4
865,1912,FEB,1912-02-01,-7.3
866,1912,JAN,1912-01-01,-10.1
867,1912,JUL,1912-07-01,21.0
868,1912,JUN,1912-06-01,16.8
869,1912,MAR,1912-03-01,-3.5
870,1912,MAY,1912-05-01,13.0
871,1912,NOV,1912-11-01,4.7
872,1912,OCT,1912-10-01,10.4
873,1912,SEP,1912-09-01,17.1
874,1913,APR,1913-04-01,7.9
875,1913,AUG,1913-08-01,20.4
876,1913,DEC,1913-12-01,0.8
877,1913,FEB,1913-02-01,-6.5
878,1913,JAN,1913-01-01,-0.3
879,1913,JUL,1913-07-01,21.3
880,1913,JUN,1913-06-01,18.2
881,1913,MAR,1913-03-01,0.8
882,1913,MAY,1913-05-01,12.4
883,1913,NOV,1913-11-01,5.7
884,1913,OCT,1913-10-01,10.9
885,1913,SEP,1913-09-01,15.3
886,1914,APR,1914-04-01,5.3
887,1914,AUG,1914-08-01,20.1
888,1914,DEC,1914-12-01,-3.5
889,1914,FEB,1914-02-01,-9.1
890,1914,JAN,1914-01-01,-3.6
891,1914,JUL,1914-07-01,21.4
892,1914,JUN,1914-06-01,18.0
893,1914,MAR,1914-03-01,-0.8
894,1914,MAY,1914-05-01,14.8
895,1914,NOV,1914-11-01,3.4
896,1914,OCT,1914-10-01,11.6
897,1914,SEP,1914-09-01,16.2
898,1915,APR,1915-04-01,10.0
899,1915,AUG,1915-08-01,19.1
900,1915,DEC,1915-12-01,-2.4
901,1915,FEB,1915-02-01,-3.3
902,1915,JAN,1915-01-01,-4.7
903,1915,JUL,1915-07-01,20.3
904,1915,JUN,1915-06-01,16.9
905,1915,MAR,1915-03-01,-1.1
906,1915,MAY,1915-05-01,11.2
907,1915,NOV,1915-11-01,4.9
908,1915,OCT,1915-10-01,11.1
909,1915,SEP,1915-09-01,17.5
910,1916,APR,1916-04-01,7.0
911,1916,AUG,1916-08-01,22.3
912,1916,DEC,1916-12-01,-2.8
913,1916,FEB,1916-02-01,-7.3
914,1916,JAN,1916-01-01,-1.0
915,1916,JUL,1916-07-01,24.5
916,1916,JUN,1916-06-01,15.7
917,1916,MAR,1916-03-01,-3.7
918,1916,MAY,1916-05-01,12.4
919,1916,NOV,1916-11-01,3.2
920,1916,OCT,1916-10-01,9.8
921,1916,SEP,1916-09-01,16.2
922,1917,APR,1917-04-01,5.1
923,1917,AUG,1917-08-01,19.9
924,1917,DEC,1917-12-01,-6.9
925,1917,FEB,1917-02-01,-8.3
926,1917,JAN,1917-01-01,-5.2
927,1917,JUL,1917-07-01,21.4
928,1917,JUN,1917-06-01,16.1
929,1917,MAR,1917-03-01,0.1
930,1917,MAY,1917-05-01,9.7
931,1917,NOV,1917-11-01,1.4
932,1917,OCT,1917-10-01,7.0
933,1917,SEP,1917-09-01,14.8
934,1918,APR,1918-04-01,6.5
935,1918,AUG,1918-08-01,21.7
936,1918,DEC,1918-12-01,-0.4
937,1918,FEB,1918-02-01,-6.0
938,1918,JAN,1918-01-01,-10.4
939,1918,JUL,1918-07-01,20.9
940,1918,JUN,1918-06-01,16.4
941,1918,MAR,1918-03-01,0.9
942,1918,MAY,1918-05-01,14.0
943,1918,NOV,1918-11-01,5.6
944,1918,OCT,1918-10-01,10.8
945,1918,SEP,1918-09-01,13.6
946,1919,APR,1919-04-01,5.9
947,1919,AUG,1919-08-01,20.0
948,1919,DEC,1919-12-01,-5.2
949,1919,FEB,1919-02-01,-2.1
950,1919,JAN,1919-01-01,-1.5
951,1919,JUL,1919-07-01,22.9
952,1919,JUN,1919-06-01,22.5
953,1919,MAR,1919-03-01,1.0
954,1919,MAY,1919-05-01,13.0
955,1919,NOV,1919-11-01,3.5
956,1919,OCT,1919-10-01,11.7
957,1919,SEP,1919-09-01,17.5
958,1920,APR,1920-04-01,4.6
959,1920,AUG,1920-08-01,21.1
960,1920,DEC,1920-12-01,-0.3
961,1920,FEB,1920-02-01,-6.6
962,1920,JAN,1920-01-01,-10.6
963,1920,JUL,1920-07-01,19.2
964,1920,JUN,1920-06-01,18.8
965,1920,MAR,1920-03-01,1.0
966,1920,MAY,1920-05-01,12.5
967,1920,NOV,1920-11-01,2.7
968,1920,OCT,1920-10-01,12.8
969,1920,SEP,1920-09-01,17.7
970,1921,APR,1921-04-01,9.6
971,1921,AUG,1921-08-01,20.1
972,1921,DEC,1921-12-01,-2.0
973,1921,FEB,1921-02-01,-2.0
974,1921,JAN,1921-01-01,-2.3
975,1921,JUL,1921-07-01,25.5
976,1921,JUN,1921-06-01,20.4
977,1921,MAR,1921-03-01,3.7
978,1921,MAY,1921-05-01,14.6
979,1921,NOV,1921-11-01,2.4
980,1921,OCT,1921-10-01,10.2
981,1921,SEP,1921-09-01,19.9
982,1922,APR,1922-04-01,7.5
983,1922,AUG,1922-08-01,20.6
984,1922,DEC,1922-12-01,-2.0
985,1922,FEB,1922-02-01,-3.1
986,1922,JAN,1922-01-01,-4.8
987,1922,JUL,1922-07-01,20.9
988,1922,JUN,1922-06-01,19.3
989,1922,MAR,1922-03-01,1.3
990,1922,MAY,1922-05-01,15.4
991,1922,NOV,1922-11-01,4.9
992,1922,OCT,1922-10-01,9.9
993,1922,SEP,1922-09-01,17.6
994,1923,APR,1923-04-01,5.8
995,1923,AUG,1923-08-01,18.8
996,1923,DEC,1923-12-01,2.3
997,1923,FEB,1923-02-01,-7.3
998,1923,JAN,1923-01-01,-5.7
999,1923,JUL,1923-07-01,20.6
1000,1923,JUN,1923-06-01,19.2
1001,1923,MAR,1923-03-01,-2.7
1002,1923,MAY,1923-05-01,11.0
1003,1923,NOV,1923-11-01,3.9
1004,1923,OCT,1923-10-01,9.4
1005,1923,SEP,1923-09-01,16.0
1006,1924,APR,1924-04-01,6.0
1007,1924,AUG,1924-08-01,19.4
1008,1924,DEC,1924-12-01,-4.5
1009,1924,FEB,1924-02-01,-6.5
1010,1924,JAN,1924-01-01,-4.8
1011,1924,JUL,1924-07-01,19.6
1012,1924,JUN,1924-06-01,17.2
1013,1924,MAR,1924-03-01,-0.2
1014,1924,MAY,1924-05-01,10.1
1015,1924,NOV,1924-11-01,3.9
1016,1924,OCT,1924-10-01,10.3
1017,1924,SEP,1924-09-01,13.9
1018,1925,APR,1925-04-01,7.4
1019,1925,AUG,1925-08-01,20.5
1020,1925,DEC,1925-12-01,-3.1
1021,1925,FEB,1925-02-01,-2.6
1022,1925,JAN,1925-01-01,-6.5
1023,1925,JUL,1925-07-01,19.8
1024,1925,JUN,1925-06-01,19.3
1025,1925,MAR,1925-03-01,1.7
1026,1925,MAY,1925-05-01,10.5
1027,1925,NOV,1925-11-01,3.2
1028,1925,OCT,1925-10-01,5.8
1029,1925,SEP,1925-09-01,16.5
1030,1926,APR,1926-04-01,3.0
1031,1926,AUG,1926-08-01,20.3
1032,1926,DEC,1926-12-01,-4.5
1033,1926,FEB,1926-02-01,-6.1
1034,1926,JAN,1926-01-01,-4.1
1035,1926,JUL,1926-07-01,19.9
1036,1926,JUN,1926-06-01,15.4
1037,1926,MAR,1926-03-01,-3.3
1038,1926,MAY,1926-05-01,11.6
1039,1926,NOV,1926-11-01,3.1
1040,1926,OCT,1926-10-01,8.4
1041,1926,SEP,1926-09-01,15.1
1042,1927,APR,1927-04-01,6.4
1043,1927,AUG,1927-08-01,18.2
1044,1927,DEC,1927-12-01,-1.6
1045,1927,FEB,1927-02-01,-2.8
1046,1927,JAN,1927-01-01,-6.0
1047,1927,JUL,1927-07-01,20.5
1048,1927,JUN,1927-06-01,16.5
1049,1927,MAR,1927-03-01,1.8
1050,1927,MAY,1927-05-01,11.5
1051,1927,NOV,1927-11-01,5.0
1052,1927,OCT,1927-10-01,11.7
1053,1927,SEP,1927-09-01,17.5
1054,1928,APR,1928-04-01,5.4
1055,1928,AUG,1928-08-01,21.5
1056,1928,DEC,1928-12-01,0.5
1057,1928,FEB,1928-02-01,-4.4
1058,1928,JAN,1928-01-01,-3.8
1059,1928,JUL,1928-07-01,21.1
1060,1928,JUN,1928-06-01,16.4
1061,1928,MAR,1928-03-01,-0.8
1062,1928,MAY,1928-05-01,12.3
1063,1928,NOV,1928-11-01,4.3
1064,1928,OCT,1928-10-01,10.5
1065,1928,SEP,1928-09-01,14.3
1066,1929,APR,1929-04-01,7.6
1067,1929,AUG,1929-08-01,18.6
1068,1929,DEC,1929-12-01,-3.7
1069,1929,FEB,1929-02-01,-5.6
1070,1929,JAN,1929-01-01,-5.0
1071,1929,JUL,1929-07-01,20.4
1072,1929,JUN,1929-06-01,17.7
1073,1929,MAR,1929-03-01,2.7
1074,1929,MAY,1929-05-01,11.7
1075,1929,NOV,1929-11-01,3.3
1076,1929,OCT,1929-10-01,9.2
1077,1929,SEP,1929-09-01,16.8
1078,1930,APR,1930-04-01,6.1
1079,1930,AUG,1930-08-01,20.7
1080,1930,DEC,1930-12-01,-1.8
1081,1930,FEB,1930-02-01,-2.9
1082,1930,JAN,1930-01-01,-5.2
1083,1930,JUL,1930-07-01,21.2
1084,1930,JUN,1930-06-01,19.4
1085,1930,MAR,1930-03-01,-0.6
1086,1930,MAY,1930-05-01,14.2
1087,1930,NOV,1930-11-01,5.0
1088,1930,OCT,1930-10-01,9.5
1089,1930,SEP,1930-09-01,17.4
1090,1931,APR,1931-04-01,7.1
1091,1931,AUG,1931-08-01,20.8
1092,1931,DEC,1931-12-01,0.8
1093,1931,FEB,1931-02-01,-3.0
1094,1931,JAN,1931-01-01,-4.0
1095,1931,JUL,1931-07-01,23.1
1096,1931,JUN,1931-06-01,18.9
1097,1931,MAR,1931-03-01,0.8
1098,1931,MAY,1931-05-01,13.3
1099,1931,NOV,1931-11-01,7.7
1100,1931,OCT,1931-10-01,11.8
1101,1931,SEP,1931-09-01,18.9
1102,1932,APR,1932-04-01,5.0
1103,1932,AUG,1932-08-01,21.0
1104,1932,DEC,1932-12-01,-0.9
1105,1932,FEB,1932-02-01,-1.3
1106,1932,JAN,1932-01-01,1.9
1107,1932,JUL,1932-07-01,19.9
1108,1932,JUN,1932-06-01,19.2
1109,1932,MAR,1932-03-01,-1.6
1110,1932,MAY,1932-05-01,12.9
1111,1932,NOV,1932-11-01,2.1
1112,1932,OCT,1932-10-01,10.8
1113,1932,SEP,1932-09-01,16.7
1114,1933,APR,1933-04-01,7.3
1115,1933,AUG,1933-08-01,20.7
1116,1933,DEC,1933-12-01,-4.3
1117,1933,FEB,1933-02-01,-3.3
1118,1933,JAN,1933-01-01,0.9
1119,1933,JUL,1933-07-01,22.8
1120,1933,JUN,1933-06-01,19.8
1121,1933,MAR,1933-03-01,-0.2
1122,1933,MAY,1933-05-01,14.2
1123,1933,NOV,1933-11-01,-0.2
1124,1933,OCT,1933-10-01,8.9
1125,1933,SEP,1933-09-01,17.1
1126,1934,APR,1934-04-01,5.6
1127,1934,AUG,1934-08-01,18.7
1128,1934,DEC,1934-12-01,-3.6
1129,1934,FEB,1934-02-01,-12.1
1130,1934,JAN,1934-01-01,-3.5
1131,1934,JUL,1934-07-01,22.0
1132,1934,JUN,1934-06-01,20.0
1133,1934,MAR,1934-03-01,-2.2
1134,1934,MAY,1934-05-01,14.3
1135,1934,NOV,1934-11-01,5.7
1136,1934,OCT,1934-10-01,9.3
1137,1934,SEP,1934-09-01,17.2
1138,1935,APR,1935-04-01,6.5
1139,1935,AUG,1935-08-01,21.1
1140,1935,DEC,1935-12-01,-5.2
1141,1935,FEB,1935-02-01,-5.4
1142,1935,JAN,1935-01-01,-6.3
1143,1935,JUL,1935-07-01,23.3
1144,1935,JUN,1935-06-01,17.7
1145,1935,MAR,1935-03-01,2.0
1146,1935,MAY,1935-05-01,11.2
1147,1935,NOV,1935-11-01,4.4
1148,1935,OCT,1935-10-01,10.2
1149,1935,SEP,1935-09-01,14.9
1150,1936,APR,1936-04-01,4.3
1151,1936,AUG,1936-08-01,20.6
1152,1936,DEC,1936-12-01,-0.3
1153,1936,FEB,1936-02-01,-8.1
1154,1936,JAN,1936-01-01,-5.3
1155,1936,JUL,1936-07-01,22.9
1156,1936,JUN,1936-06-01,18.3
1157,1936,MAR,1936-03-01,1.4
1158,1936,MAY,1936-05-01,14.9
1159,1936,NOV,1936-11-01,1.4
1160,1936,OCT,1936-10-01,9.5
1161,1936,SEP,1936-09-01,17.1
1162,1937,APR,1937-04-01,6.3
1163,1937,AUG,1937-08-01,22.6
1164,1937,DEC,1937-12-01,-3.45
1165,1937,FEB,1937-02-01,-2.2
1166,1937,JAN,1937-01-01,-0.5
1167,1937,JUL,1937-07-01,21.9
1168,1937,JUN,1937-06-01,18.9
1169,1937,MAR,1937-03-01,-1.9
1170,1937,MAY,1937-05-01,13.7
1171,1937,NOV,1937-11-01,3.5
1172,1937,OCT,1937-10-01,8.7
1173,1937,SEP,1937-09-01,15.7
1174,1938,APR,1938-04-01,7.8
1175,1938,AUG,1938-08-01,22.75
1176,1938,DEC,1938-12-01,-1.55
1177,1938,FEB,1938-02-01,-3.2
1178,1938,JAN,1938-01-01,-6.300000000000001
1179,1938,JUL,1938-07-01,22.0
1180,1938,JUN,1938-06-01,18.05
1181,1938,MAR,1938-03-01,1.8
1182,1938,MAY,1938-05-01,12.5
1183,1938,NOV,1938-11-01,4.15
1184,1938,OCT,1938-10-01,10.55
1185,1938,SEP,1938-09-01,14.6
1186,1939,APR,1939-04-01,4.449999999999999
1187,1939,AUG,1939-08-01,22.049999999999997
1188,1939,DEC,1939-12-01,-0.3
1189,1939,FEB,1939-02-01,-4.9
1190,1939,JAN,1939-01-01,-5.65
1191,1939,JUL,1939-07-01,21.549999999999997
1192,1939,JUN,1939-06-01,18.35
1193,1939,MAR,1939-03-01,-2.7
1194,1939,MAY,1939-05-01,14.15
1195,1939,NOV,1939-11-01,2.8
1196,1939,OCT,1939-10-01,10.2
1197,1939,SEP,1939-09-01,16.6
1198,1940,APR,1940-04-01,4.699999999999999
1199,1940,AUG,1940-08-01,20.0
1200,1940,DEC,1940-12-01,-2.4
1201,1940,FEB,1940-02-01,-5.2
1202,1940,JAN,1940-01-01,-8.45
1203,1940,JUL,1940-07-01,21.05
1204,1940,JUN,1940-06-01,17.0
1205,1940,MAR,1940-03-01,-4.2
1206,1940,MAY,1940-05-01,12.0
1207,1940,NOV,1940-11-01,2.8
1208,1940,OCT,1940-10-01,8.15
1209,1940,SEP,1940-09-01,15.7
1210,1941,APR,1941-04-01,9.8
1211,1941,AUG,1941-08-01,19.8
1212,1941,DEC,1941-12-01,-0.65
1213,1941,FEB,1941-02-01,-5.35
1214,1941,JAN,1941-01-01,-6.1
1215,1941,JUL,1941-07-01,21.9
1216,1941,JUN,1941-06-01,19.9
1217,1941,MAR,1941-03-01,-3.25
1218,1941,MAY,1941-05-01,14.350000000000001
1219,1941,NOV,1941-11-01,5.2
1220,1941,OCT,1941-10-01,10.55
1221,1941,SEP,1941-09-01,17.15
1222,1942,APR,1942-04-01,9.4
1223,1942,AUG,1942-08-01,20.2
1224,1942,DEC,1942-12-01,-4.8
1225,1942,FEB,1942-02-01,-6.95
1226,1942,JAN,1942-01-01,-4.75
1227,1942,JUL,1942-07-01,20.75
1228,1942,JUN,1942-06-01,18.4
1229,1942,MAR,1942-03-01,1.9
1230,1942,MAY,1942-05-01,13.25
1231,1942,NOV,1942-11-01,3.6
1232,1942,OCT,1942-10-01,10.15
1233,1942,SEP,1942-09-01,15.75
1234,1943,APR,1943-04-01,3.4
1235,1943,AUG,1943-08-01,20.2
1236,1943,DEC,1943-12-01,-3.8499999999999996
1237,1943,FEB,1943-02-01,-4.35
1238,1943,JAN,1943-01-01,-8.0
1239,1943,JUL,1943-07-01,21.45
1240,1943,JUN,1943-06-01,20.450000000000003
1241,1943,MAR,1943-03-01,-2.1
1242,1943,MAY,1943-05-01,12.45
1243,1943,NOV,1943-11-01,2.5999999999999996
1244,1943,OCT,1943-10-01,8.850000000000001
1245,1943,SEP,1943-09-01,15.05
1246,1944,APR,1944-04-01,4.55
1247,1944,AUG,1944-08-01,21.8
1248,1944,DEC,1944-12-01,-4.55
1249,1944,FEB,1944-02-01,-4.85
1250,1944,JAN,1944-01-01,-1.9000000000000001
1251,1944,JUL,1944-07-01,21.5
1252,1944,JUN,1944-06-01,18.85
1253,1944,MAR,1944-03-01,-2.75
1254,1944,MAY,1944-05-01,15.399999999999999
1255,1944,NOV,1944-11-01,3.9
1256,1944,OCT,1944-10-01,9.600000000000001
1257,1944,SEP,1944-09-01,16.3
1258,1945,APR,1945-04-01,8.2
1259,1945,AUG,1945-08-01,20.45
1260,1945,DEC,1945-12-01,-5.15
1261,1945,FEB,1945-02-01,-4.7
1262,1945,JAN,1945-01-01,-10.65
1263,1945,JUL,1945-07-01,20.15
1264,1945,JUN,1945-06-01,17.049999999999997
1265,1945,MAR,1945-03-01,5.65
1266,1945,MAY,1945-05-01,9.850000000000001
1267,1945,NOV,1945-11-01,3.85
1268,1945,OCT,1945-10-01,8.8
1269,1945,SEP,1945-09-01,16.35
1270,1946,APR,1946-04-01,6.55
1271,1946,AUG,1946-08-01,18.6
1272,1946,DEC,1946-12-01,-2.05
1273,1946,FEB,1946-02-01,-6.050000000000001
1274,1946,JAN,1946-01-01,-4.35
1275,1946,JUL,1946-07-01,20.85
1276,1946,JUN,1946-06-01,17.700000000000003
1277,1946,MAR,1946-03-01,5.65
1278,1946,MAY,1946-05-01,12.05
1279,1946,NOV,1946-11-01,5.300000000000001
1280,1946,OCT,1946-10-01,12.0
1281,1946,SEP,1946-09-01,16.75
1282,1947,APR,1947-04-01,5.449999999999999
1283,1947,AUG,1947-08-01,22.75
1284,1947,DEC,1947-12-01,-3.65
1285,1947,FEB,1947-02-01,-6.300000000000001
1286,1947,JAN,1947-01-01,-3.8
1287,1947,JUL,1947-07-01,20.700000000000003
1288,1947,JUN,1947-06-01,17.799999999999997
1289,1947,MAR,1947-03-01,-1.4000000000000001
1290,1947,MAY,1947-05-01,11.0
1291,1947,NOV,1947-11-01,2.95
1292,1947,OCT,1947-10-01,14.05
1293,1947,SEP,1947-09-01,16.95
1294,1948,APR,1948-04-01,8.05
1295,1948,AUG,1948-08-01,21.299999999999997
1296,1948,DEC,1948-12-01,-1.05
1297,1948,FEB,1948-02-01,-6.4
1298,1948,JAN,1948-01-01,-8.5
1299,1948,JUL,1948-07-01,21.5
1300,1948,JUN,1948-06-01,18.35
1301,1948,MAR,1948-03-01,-1.0
1302,1948,MAY,1948-05-01,11.55
1303,1948,NOV,1948-11-01,6.9
1304,1948,OCT,1948-10-01,8.9
1305,1948,SEP,1948-09-01,18.45
1306,1949,APR,1949-04-01,7.2
1307,1949,AUG,1949-08-01,22.4
1308,1949,DEC,1949-12-01,-0.65
1309,1949,FEB,1949-02-01,-2.5
1310,1949,JAN,1949-01-01,-2.25
1311,1949,JUL,1949-07-01,22.950000000000003
1312,1949,JUN,1949-06-01,22.049999999999997
1313,1949,MAR,1949-03-01,-0.6499999999999999
1314,1949,MAY,1949-05-01,14.3
1315,1949,NOV,1949-11-01,2.2
1316,1949,OCT,1949-10-01,12.45
1317,1949,SEP,1949-09-01,14.7
1318,1950,APR,1950-04-01,4.0
1319,1950,AUG,1950-08-01,19.799999999999997
1320,1950,DEC,1950-12-01,-2.7
1321,1950,FEB,1950-02-01,-5.6
1322,1950,JAN,1950-01-01,-0.9500000000000001
1323,1950,JUL,1950-07-01,20.35
1324,1950,JUN,1950-06-01,18.0
1325,1950,MAR,1950-03-01,-3.2
1326,1950,MAY,1950-05-01,12.75
1327,1950,NOV,1950-11-01,2.95
1328,1950,OCT,1950-10-01,11.649999999999999
1329,1950,SEP,1950-09-01,14.85
1330,1951,APR,1951-04-01,6.949999999999999
1331,1951,AUG,1951-08-01,20.0
1332,1951,DEC,1951-12-01,-2.6
1333,1951,FEB,1951-02-01,-3.45
1334,1951,JAN,1951-01-01,-3.45
1335,1951,JUL,1951-07-01,21.45
1336,1951,JUN,1951-06-01,18.2
1337,1951,MAR,1951-03-01,1.05
1338,1951,MAY,1951-05-01,14.25
1339,1951,NOV,1951-11-01,0.95
1340,1951,OCT,1951-10-01,10.65
1341,1951,SEP,1951-09-01,16.1
1342,1952,APR,1952-04-01,9.100000000000001
1343,1952,AUG,1952-08-01,20.3
1344,1952,DEC,1952-12-01,0.4
1345,1952,FEB,1952-02-01,-2.75
1346,1952,JAN,1952-01-01,-3.6500000000000004
1347,1952,JUL,1952-07-01,23.15
1348,1952,JUN,1952-06-01,19.4
1349,1952,MAR,1952-03-01,-0.45000000000000007
1350,1952,MAY,1952-05-01,12.1
1351,1952,NOV,1952-11-01,5.15
1352,1952,OCT,1952-10-01,7.7
1353,1952,SEP,1952-09-01,17.55
1354,1953,APR,1953-04-01,6.35
