,Year,Month,Mean Temp (°C),Date/Time
1297,1948,FEB,-5.0,1948-02
1298,1948,MAR,0.1,1948-03
1299,1948,APR,8.5,1948-04
1300,1948,MAY,11.9,1948-05
1301,1948,JUN,18.8,1948-06
1302,1948,JUL,22.0,1948-07
1303,1948,AUG,21.7,1948-08
1304,1948,SEP,19.0,1948-09
1305,1948,OCT,9.4,1948-10
1306,1948,NOV,7.5,1948-11
1307,1948,DEC,-0.4,1948-12
1308,1949,JAN,-1.6,1949-01
1309,1949,FEB,-1.4,1949-02
1310,1949,MAR,0.4,1949-03
1311,1949,APR,7.7,1949-04
1312,1949,MAY,14.7,1949-05
1313,1949,JUN,22.4,1949-06
1314,1949,JUL,23.3,1949-07
1315,1949,AUG,22.8,1949-08
1316,1949,SEP,15.1,1949-09
1317,1949,OCT,13.1,1949-10
1318,1949,NOV,2.9,1949-11
1319,1949,DEC,0.2,1949-12
1320,1950,JAN,-0.1,1950-01
1321,1950,FEB,-4.6,1950-02
1322,1950,MAR,-2.2,1950-03
1323,1950,APR,4.6,1950-04
1324,1950,MAY,13.2,1950-05
1325,1950,JUN,18.3,1950-06
1326,1950,JUL,20.8,1950-07
1327,1950,AUG,20.4,1950-08
1328,1950,SEP,15.5,1950-09
1329,1950,OCT,12.2,1950-10
1330,1950,NOV,3.7,1950-11
1331,1950,DEC,-1.9,1950-12
1332,1951,JAN,-2.6,1951-01
1333,1951,FEB,-2.5,1951-02
1334,1951,MAR,1.8,1951-03
1335,1951,APR,7.6,1951-04
1336,1951,MAY,14.8,1951-05
1337,1951,JUN,18.7,1951-06
1338,1951,JUL,21.9,1951-07
1339,1951,AUG,20.5,1951-08
1340,1951,SEP,16.7,1951-09
1341,1951,OCT,11.4,1951-10
1342,1951,NOV,1.7,1951-11
1343,1951,DEC,-1.7,1951-12
1344,1952,JAN,-2.6,1952-01
1345,1952,FEB,-1.8,1952-02
1346,1952,MAR,0.2,1952-03
1347,1952,APR,9.8,1952-04
1348,1952,MAY,12.7,1952-05
1349,1952,JUN,19.7,1952-06
1350,1952,JUL,23.5,1952-07
1351,1952,AUG,20.8,1952-08
1352,1952,SEP,18.0,1952-09
1353,1952,OCT,8.5,1952-10
1354,1952,NOV,5.7,1952-11
1355,1952,DEC,1.0,1952-12
1356,1953,JAN,-1.3,1953-01
1357,1953,FEB,-0.8,1953-02
1358,1953,MAR,2.5,1953-03
1359,1953,APR,7.0,1953-04
1360,1953,MAY,13.8,1953-05
1361,1953,JUN,19.6,1953-06
1362,1953,JUL,22.3,1953-07
1363,1953,AUG,22.0,1953-08
1364,1953,SEP,17.4,1953-09
1365,1953,OCT,12.0,1953-10
1366,1953,NOV,6.8,1953-11
1367,1953,DEC,1.1,1953-12
1368,1954,JAN,-6.0,1954-01
1369,1954,FEB,0.5,1954-02
1370,1954,MAR,0.0,1954-03
1371,1954,APR,7.9,1954-04
1372,1954,MAY,12.5,1954-05
1373,1954,JUN,19.9,1954-06
1374,1954,JUL,21.5,1954-07
1375,1954,AUG,20.1,1954-08
1376,1954,SEP,16.5,1954-09
1377,1954,OCT,12.0,1954-10
1378,1954,NOV,5.3,1954-11
1379,1954,DEC,-1.8,1954-12
1380,1955,JAN,-3.9,1955-01
1381,1955,FEB,-3.0,1955-02
1382,1955,MAR,0.2,1955-03
1383,1955,APR,10.5,1955-04
1384,1955,MAY,15.5,1955-05
1385,1955,JUN,20.2,1955-06
1386,1955,JUL,24.6,1955-07
1387,1955,AUG,23.5,1955-08
1388,1955,SEP,16.9,1955-09
1389,1955,OCT,12.2,1955-10
1390,1955,NOV,3.7,1955-11
1391,1955,DEC,-3.8,1955-12
1392,1956,JAN,-3.9,1956-01
1393,1956,FEB,-2.2,1956-02
1394,1956,MAR,-0.9,1956-03
1395,1956,APR,5.5,1956-04
1396,1956,MAY,11.1,1956-05
1397,1956,JUN,19.2,1956-06
1398,1956,JUL,20.4,1956-07
1399,1956,AUG,20.2,1956-08
1400,1956,SEP,14.4,1956-09
1401,1956,OCT,12.2,1956-10
1402,1956,NOV,5.2,1956-11
1403,1956,DEC,0.1,1956-12
1404,1957,JAN,-6.5,1957-01
1405,1957,FEB,-1.4,1957-02
1406,1957,MAR,2.2,1957-03
1407,1957,APR,8.6,1957-04
1408,1957,MAY,12.6,1957-05
1409,1957,JUN,20.0,1957-06
1410,1957,JUL,21.5,1957-07
1411,1957,AUG,20.2,1957-08
1412,1957,SEP,16.8,1957-09
1413,1957,OCT,10.4,1957-10
1414,1957,NOV,5.6,1957-11
1415,1957,DEC,1.2,1957-12
1416,1958,JAN,-3.8,1958-01
1417,1958,FEB,-6.2,1958-02
1418,1958,MAR,2.6,1958-03
1419,1958,APR,9.1,1958-04
1420,1958,MAY,12.7,1958-05
1421,1958,JUN,16.4,1958-06
1422,1958,JUL,21.6,1958-07
1423,1958,AUG,20.8,1958-08
1424,1958,SEP,17.1,1958-09
1425,1958,OCT,10.8,1958-10
1426,1958,NOV,5.3,1958-11
1427,1958,DEC,-5.2,1958-12
1428,1959,JAN,-5.8,1959-01
1429,1959,FEB,-5.7,1959-02
1430,1959,MAR,-0.6,1959-03
1431,1959,APR,8.1,1959-04
1432,1959,MAY,14.5,1959-05
1433,1959,JUN,20.3,1959-06
1434,1959,JUL,22.9,1959-07
1435,1959,AUG,24.2,1959-08
1436,1959,SEP,19.3,1959-09
1437,1959,OCT,10.4,1959-10
1438,1959,NOV,3.0,1959-11
1439,1959,DEC,-0.2,1959-12
1440,1960,JAN,-3.5,1960-01
1441,1960,FEB,-2.9,1960-02
1442,1960,MAR,-3.8,1960-03
1443,1960,APR,8.0,1960-04
1444,1960,MAY,13.9,1960-05
1445,1960,JUN,18.6,1960-06
1446,1960,JUL,20.9,1960-07
1447,1960,AUG,21.1,1960-08
1448,1960,SEP,18.6,1960-09
1449,1960,OCT,11.0,1960-10
1450,1960,NOV,6.6,1960-11
1451,1960,DEC,-3.9,1960-12
1452,1961,JAN,-6.4,1961-01
1453,1961,FEB,-1.2,1961-02
1454,1961,MAR,1.2,1961-03
1455,1961,APR,5.4,1961-04
1456,1961,MAY,12.4,1961-05
1457,1961,JUN,18.1,1961-06
1458,1961,JUL,21.9,1961-07
1459,1961,AUG,21.4,1961-08
1460,1961,SEP,20.4,1961-09
1461,1961,OCT,13.0,1961-10
1462,1961,NOV,4.8,1961-11
1463,1961,DEC,-1.2,1961-12
1464,1962,JAN,-5.4,1962-01
1465,1962,FEB,-6.2,1962-02
1466,1962,MAR,1.4,1962-03
1467,1962,APR,7.9,1962-04
1468,1962,MAY,16.4,1962-05
1469,1962,JUN,19.6,1962-06
1470,1962,JUL,20.6,1962-07
1471,1962,AUG,21.2,1962-08
1472,1962,SEP,15.7,1962-09
1473,1962,OCT,11.4,1962-10
1474,1962,NOV,4.1,1962-11
1475,1962,DEC,-2.7,1962-12
1476,1963,JAN,-6.9,1963-01
1477,1963,FEB,-7.5,1963-02
1478,1963,MAR,2.0,1963-03
1479,1963,APR,8.0,1963-04
1480,1963,MAY,12.6,1963-05
1481,1963,JUN,19.8,1963-06
1482,1963,JUL,22.3,1963-07
1483,1963,AUG,19.6,1963-08
1484,1963,SEP,15.0,1963-09
1485,1963,OCT,14.6,1963-10
1486,1963,NOV,7.3,1963-11
1487,1963,DEC,-5.3,1963-12
1488,1964,JAN,-1.8,1964-01
1489,1964,FEB,-3.2,1964-02
1490,1964,MAR,0.7,1964-03
1491,1964,APR,7.0,1964-04
1492,1964,MAY,15.6,1964-05
1493,1964,JUN,18.8,1964-06
1494,1964,JUL,23.0,1964-07
1495,1964,AUG,18.6,1964-08
1496,1964,SEP,16.3,1964-09
1497,1964,OCT,10.0,1964-10
1498,1964,NOV,5.8,1964-11
1499,1964,DEC,-1.1,1964-12
1500,1965,JAN,-5.1,1965-01
1501,1965,FEB,-4.2,1965-02
1502,1965,MAR,-0.8,1965-03
1503,1965,APR,5.4,1965-04
1504,1965,MAY,15.3,1965-05
1505,1965,JUN,18.5,1965-06
1506,1965,JUL,19.6,1965-07
1507,1965,AUG,19.9,1965-08
1508,1965,SEP,16.9,1965-09
1509,1965,OCT,9.3,1965-10
1510,1965,NOV,4.5,1965-11
1511,1965,DEC,1.3,1965-12
1512,1966,JAN,-5.9,1966-01
1513,1966,FEB,-3.0,1966-02
1514,1966,MAR,2.1,1966-03
1515,1966,APR,6.4,1966-04
1516,1966,MAY,11.0,1966-05
1517,1966,JUN,20.1,1966-06
1518,1966,JUL,23.2,1966-07
1519,1966,AUG,21.0,1966-08
1520,1966,SEP,15.9,1966-09
1521,1966,OCT,9.9,1966-10
1522,1966,NOV,5.6,1966-11
1523,1966,DEC,-1.7,1966-12
1524,1967,JAN,-1.0,1967-01
1525,1967,FEB,-6.6,1967-02
1526,1967,MAR,-0.6,1967-03
1527,1967,APR,7.3,1967-04
1528,1967,MAY,10.2,1967-05
1529,1967,JUN,20.9,1967-06
1530,1967,JUL,20.9,1967-07
1531,1967,AUG,19.9,1967-08
1532,1967,SEP,16.1,1967-09
1533,1967,OCT,10.5,1967-10
1534,1967,NOV,2.6,1967-11
1535,1967,DEC,-0.1,1967-12
1536,1968,JAN,-6.2,1968-01
1537,1968,FEB,-5.9,1968-02
1538,1968,MAR,2.1,1968-03
1539,1968,APR,9.3,1968-04
1540,1968,MAY,11.5,1968-05
1541,1968,JUN,18.1,1968-06
1542,1968,JUL,21.5,1968-07
1543,1968,AUG,20.9,1968-08
1544,1968,SEP,18.7,1968-09
1545,1968,OCT,12.2,1968-10
1546,1968,NOV,4.3,1968-11
1547,1968,DEC,-3.0,1968-12
1548,1969,JAN,-4.1,1969-01
1549,1969,FEB,-2.6,1969-02
1550,1969,MAR,-0.2,1969-03
1551,1969,APR,8.4,1969-04
1552,1969,MAY,13.1,1969-05
1553,1969,JUN,17.5,1969-06
1554,1969,JUL,22.2,1969-07
1555,1969,AUG,23.0,1969-08
1556,1969,SEP,17.8,1969-09
1557,1969,OCT,10.6,1969-10
1558,1969,NOV,4.8,1969-11
1559,1969,DEC,-3.4,1969-12
1560,1970,JAN,-7.4,1970-01
1561,1970,FEB,-4.5,1970-02
1562,1970,MAR,-0.3,1970-03
1563,1970,APR,8.4,1970-04
1564,1970,MAY,13.6,1970-05
1565,1970,JUN,19.6,1970-06
1566,1970,JUL,22.5,1970-07
1567,1970,AUG,22.2,1970-08
1568,1970,SEP,17.7,1970-09
1569,1970,OCT,12.3,1970-10
1570,1970,NOV,6.3,1970-11
1571,1970,DEC,-3.0,1970-12
1572,1971,JAN,-6.8,1971-01
1573,1971,FEB,-2.8,1971-02
1574,1971,MAR,-0.7,1971-03
1575,1971,APR,6.2,1971-04
1576,1971,MAY,13.5,1971-05
1577,1971,JUN,19.7,1971-06
1578,1971,JUL,21.4,1971-07
1579,1971,AUG,20.8,1971-08
1580,1971,SEP,19.2,1971-09
1581,1971,OCT,14.5,1971-10
1582,1971,NOV,4.4,1971-11
1583,1971,DEC,0.8,1971-12
1584,1972,JAN,-3.5,1972-01
1585,1972,FEB,-4.8,1972-02
1586,1972,MAR,-1.8,1972-03
1587,1972,APR,5.3,1972-04
1588,1972,MAY,15.3,1972-05
1589,1972,JUN,17.5,1972-06
1590,1972,JUL,22.3,1972-07
1591,1972,AUG,20.6,1972-08
1592,1972,SEP,17.9,1972-09
1593,1972,OCT,8.8,1972-10
1594,1972,NOV,3.4,1972-11
1595,1972,DEC,-0.7,1972-12
1596,1973,JAN,-2.2,1973-01
1597,1973,FEB,-4.9,1973-02
1598,1973,MAR,4.9,1973-03
1599,1973,APR,7.8,1973-04
1600,1973,MAY,12.0,1973-05
1601,1973,JUN,20.0,1973-06
1602,1973,JUL,22.9,1973-07
1603,1973,AUG,23.7,1973-08
1604,1973,SEP,17.9,1973-09
1605,1973,OCT,12.7,1973-10
1606,1973,NOV,5.5,1973-11
1607,1973,DEC,-1.9,1973-12
1608,1974,JAN,-3.0,1974-01
1609,1974,FEB,-5.4,1974-02
1610,1974,MAR,0.5,1974-03
1611,1974,APR,8.8,1974-04
1612,1974,MAY,11.8,1974-05
1613,1974,JUN,18.2,1974-06
1614,1974,JUL,22.4,1974-07
1615,1974,AUG,22.1,1974-08
1616,1974,SEP,15.8,1974-09
1617,1974,OCT,9.1,1974-10
1618,1974,NOV,5.0,1974-11
1619,1974,DEC,1.3,1974-12
1620,1975,JAN,-1.0,1975-01
1621,1975,FEB,-1.8,1975-02
1622,1975,MAR,-0.6,1975-03
1623,1975,APR,4.4,1975-04
1624,1975,MAY,17.0,1975-05
1625,1975,JUN,20.1,1975-06
1626,1975,JUL,23.3,1975-07
1627,1975,AUG,21.8,1975-08
1628,1975,SEP,15.4,1975-09
1629,1975,OCT,12.0,1975-10
1630,1975,NOV,8.5,1975-11
1631,1975,DEC,-2.3,1975-12
1632,1976,JAN,-6.4,1976-01
1633,1976,FEB,-0.1,1976-02
1634,1976,MAR,2.0,1976-03
1635,1976,APR,9.3,1976-04
1636,1976,MAY,12.4,1976-05
1637,1976,JUN,20.9,1976-06
1638,1976,JUL,20.6,1976-07
1639,1976,AUG,20.7,1976-08
1640,1976,SEP,16.5,1976-09
1641,1976,OCT,8.4,1976-10
1642,1976,NOV,2.2,1976-11
1643,1976,DEC,-5.0,1976-12
1644,1977,JAN,-9.1,1977-01
1645,1977,FEB,-3.8,1977-02
1646,1977,MAR,4.1,1977-03
1647,1977,APR,8.9,1977-04
1648,1977,MAY,16.5,1977-05
1649,1977,JUN,18.6,1977-06
1650,1977,JUL,22.3,1977-07
1651,1977,AUG,20.4,1977-08
1652,1977,SEP,17.2,1977-09
1653,1977,OCT,10.3,1977-10
1654,1977,NOV,5.9,1977-11
1655,1977,DEC,-2.0,1977-12
1656,1978,JAN,-6.7,1978-01
1657,1978,FEB,-6.8,1978-02
1658,1978,MAR,-1.3,1978-03
1659,1978,APR,5.9,1978-04
1660,1978,MAY,14.4,1978-05
1661,1978,JUN,18.5,1978-06
1662,1978,JUL,21.5,1978-07
1663,1978,AUG,21.1,1978-08
1664,1978,SEP,16.5,1978-09
1665,1978,OCT,10.1,1978-10
1666,1978,NOV,4.6,1978-11
1667,1978,DEC,-0.9,1978-12
1668,1979,JAN,-6.0,1979-01
1669,1979,FEB,-8.8,1979-02
1670,1979,MAR,2.9,1979-03
1671,1979,APR,6.6,1979-04
1672,1979,MAY,12.7,1979-05
1673,1979,JUN,18.3,1979-06
1674,1979,JUL,21.9,1979-07
1675,1979,AUG,19.9,1979-08
1676,1979,SEP,16.7,1979-09
1677,1979,OCT,9.5,1979-10
1678,1979,NOV,5.4,1979-11
1679,1979,DEC,0.3,1979-12
1680,1980,JAN,-3.6,1980-01
1681,1980,FEB,-5.7,1980-02
1682,1980,MAR,-0.1,1980-03
1683,1980,APR,7.8,1980-04
1684,1980,MAY,15.5,1980-05
1685,1980,JUN,16.1,1980-06
1686,1980,JUL,21.9,1980-07
1687,1980,AUG,22.5,1980-08
1688,1980,SEP,16.9,1980-09
1689,1980,OCT,8.6,1980-10
1690,1980,NOV,3.5,1980-11
1691,1980,DEC,-4.3,1980-12
1692,1981,JAN,-7.9,1981-01
1693,1981,FEB,-0.4,1981-02
1694,1981,MAR,1.9,1981-03
1695,1981,APR,8.3,1981-04
1696,1981,MAY,13.3,1981-05
1697,1981,JUN,18.9,1981-06
1698,1981,JUL,22.2,1981-07
1699,1981,AUG,20.8,1981-08
1700,1981,SEP,16.1,1981-09
1701,1981,OCT,8.3,1981-10
1702,1981,NOV,5.1,1981-11
1703,1981,DEC,-1.1,1981-12
1704,1982,JAN,-7.8,1982-01
1705,1982,FEB,-4.7,1982-02
1706,1982,MAR,0.2,1982-03
1707,1982,APR,5.9,1982-04
1708,1982,MAY,15.2,1982-05
1709,1982,JUN,16.6,1982-06
1710,1982,JUL,22.2,1982-07
1711,1982,AUG,18.8,1982-08
1712,1982,SEP,16.1,1982-09
1713,1982,OCT,11.3,1982-10
1714,1982,NOV,5.6,1982-11
1715,1982,DEC,2.3,1982-12
1716,1983,JAN,-2.3,1983-01
1717,1983,FEB,-1.5,1983-02
1718,1983,MAR,2.2,1983-03
1719,1983,APR,6.9,1983-04
1720,1983,MAY,11.3,1983-05
1721,1983,JUN,20.0,1983-06
1722,1983,JUL,23.4,1983-07
1723,1983,AUG,22.4,1983-08
1724,1983,SEP,18.2,1983-09
1725,1983,OCT,10.9,1983-10
1726,1983,NOV,4.5,1983-11
1727,1983,DEC,-4.2,1983-12
1728,1984,JAN,-6.6,1984-01
1729,1984,FEB,0.5,1984-02
1730,1984,MAR,-2.6,1984-03
1731,1984,APR,8.2,1984-04
1732,1984,MAY,11.7,1984-05
1733,1984,JUN,19.7,1984-06
1734,1984,JUL,21.2,1984-07
1735,1984,AUG,22.3,1984-08
1736,1984,SEP,15.6,1984-09
1737,1984,OCT,12.0,1984-10
1738,1984,NOV,4.8,1984-11
1739,1984,DEC,1.7,1984-12
1740,1985,JAN,-6.2,1985-01
1741,1985,FEB,-3.5,1985-02
1742,1985,MAR,2.1,1985-03
1743,1985,APR,8.6,1985-04
1744,1985,MAY,14.7,1985-05
1745,1985,JUN,17.1,1985-06
1746,1985,JUL,21.0,1985-07
1747,1985,AUG,20.5,1985-08
1748,1985,SEP,18.4,1985-09
1749,1985,OCT,11.4,1985-10
1750,1985,NOV,4.8,1985-11
1751,1985,DEC,-3.2,1985-12
1752,1986,JAN,-3.9,1986-01
1753,1986,FEB,-4.4,1986-02
1754,1986,MAR,2.0,1986-03
1755,1986,APR,9.3,1986-04
1756,1986,MAY,15.8,1986-05
1757,1986,JUN,17.8,1986-06
1758,1986,JUL,22.0,1986-07
1759,1986,AUG,20.0,1986-08
1760,1986,SEP,16.0,1986-09
1761,1986,OCT,10.6,1986-10
1762,1986,NOV,3.4,1986-11
1763,1986,DEC,0.4,1986-12
1764,1987,JAN,-2.5,1987-01
1765,1987,FEB,-3.2,1987-02
1766,1987,MAR,3.6,1987-03
1767,1987,APR,10.3,1987-04
1768,1987,MAY,15.8,1987-05
1769,1987,JUN,20.8,1987-06
1770,1987,JUL,23.7,1987-07
1771,1987,AUG,21.1,1987-08
1772,1987,SEP,17.0,1987-09
1773,1987,OCT,8.8,1987-10
1774,1987,NOV,5.0,1987-11
1775,1987,DEC,1.2,1987-12
1776,1988,JAN,-3.1,1988-01
1777,1988,FEB,-4.1,1988-02
1778,1988,MAR,0.9,1988-03
1779,1988,APR,7.3,1988-04
1780,1988,MAY,15.2,1988-05
1781,1988,JUN,19.7,1988-06
1782,1988,JUL,24.2,1988-07
1783,1988,AUG,22.7,1988-08
1784,1988,SEP,16.6,1988-09
1785,1988,OCT,8.7,1988-10
1786,1988,NOV,6.0,1988-11
1787,1988,DEC,-1.0,1988-12
1788,1989,JAN,-0.4,1989-01
1789,1989,FEB,-4.5,1989-02
1790,1989,MAR,-0.8,1989-03
1791,1989,APR,6.2,1989-04
1792,1989,MAY,14.2,1989-05
1793,1989,JUN,19.4,1989-06
1794,1989,JUL,23.1,1989-07
1795,1989,AUG,21.2,1989-08
1796,1989,SEP,17.2,1989-09
1797,1989,OCT,11.1,1989-10
1798,1989,NOV,3.7,1989-11
1799,1989,DEC,-7.8,1989-12
1800,1990,JAN,0.5,1990-01
1801,1990,FEB,-2.0,1990-02
1802,1990,MAR,2.0,1990-03
1803,1990,APR,9.5,1990-04
1804,1990,MAY,12.7,1990-05
1805,1990,JUN,19.3,1990-06
1806,1990,JUL,22.1,1990-07
1807,1990,AUG,21.6,1990-08
1808,1990,SEP,16.9,1990-09
1809,1990,OCT,10.7,1990-10
1810,1990,NOV,6.0,1990-11
1811,1990,DEC,0.7,1990-12
1812,1991,JAN,-3.9,1991-01
1813,1991,FEB,-0.7,1991-02
1814,1991,MAR,2.6,1991-03
1815,1991,APR,9.3,1991-04
1816,1991,MAY,17.1,1991-05
1817,1991,JUN,21.3,1991-06
1818,1991,JUL,22.8,1991-07
1819,1991,AUG,22.5,1991-08
1820,1991,SEP,17.1,1991-09
1821,1991,OCT,11.6,1991-10
1822,1991,NOV,4.2,1991-11
1823,1991,DEC,-0.5,1991-12
1824,1992,JAN,-2.7,1992-01
1825,1992,FEB,-2.0,1992-02
1826,1992,MAR,0.0,1992-03
1827,1992,APR,6.6,1992-04
1828,1992,MAY,13.9,1992-05
1829,1992,JUN,17.5,1992-06
1830,1992,JUL,19.0,1992-07
1831,1992,AUG,19.1,1992-08
1832,1992,SEP,16.4,1992-09
1833,1992,OCT,9.1,1992-10
1834,1992,NOV,4.4,1992-11
1835,1992,DEC,0.4,1992-12
1836,1993,JAN,-2.2,1993-01
1837,1993,FEB,-6.2,1993-02
1838,1993,MAR,0.0,1993-03
1839,1993,APR,7.8,1993-04
1840,1993,MAY,13.7,1993-05
1841,1993,JUN,18.3,1993-06
1842,1993,JUL,22.8,1993-07
1843,1993,AUG,22.5,1993-08
1844,1993,SEP,15.2,1993-09
1845,1993,OCT,9.5,1993-10
1846,1993,NOV,4.5,1993-11
1847,1993,DEC,-0.6,1993-12
1848,1994,JAN,-10.0,1994-01
1849,1994,FEB,-6.0,1994-02
1850,1994,MAR,0.9,1994-03
1851,1994,APR,8.2,1994-04
1852,1994,MAY,12.8,1994-05
1853,1994,JUN,19.9,1994-06
1854,1994,JUL,22.6,1994-07
1855,1994,AUG,20.3,1994-08
1856,1994,SEP,17.4,1994-09
1857,1994,OCT,11.5,1994-10
1858,1994,NOV,7.1,1994-11
1859,1994,DEC,1.6,1994-12
1860,1995,JAN,-1.3,1995-01
1861,1995,FEB,-5.4,1995-02
1862,1995,MAR,3.4,1995-03
1863,1995,APR,5.4,1995-04
1864,1995,MAY,14.2,1995-05
1865,1995,JUN,20.8,1995-06
1866,1995,JUL,22.8,1995-07
1867,1995,AUG,23.1,1995-08
1868,1995,SEP,15.9,1995-09
1869,1995,OCT,12.3,1995-10
1870,1995,NOV,2.5,1995-11
1871,1995,DEC,-3.3,1995-12
1872,1996,JAN,-4.7,1996-01
1873,1996,FEB,-3.8,1996-02
1874,1996,MAR,-0.9,1996-03
1875,1996,APR,5.7,1996-04
1876,1996,MAY,12.8,1996-05
1877,1996,JUN,19.3,1996-06
1878,1996,JUL,20.9,1996-07
1879,1996,AUG,22.1,1996-08
1880,1996,SEP,17.8,1996-09
1881,1996,OCT,10.6,1996-10
1882,1996,NOV,2.4,1996-11
1883,1996,DEC,1.2,1996-12
1884,1997,JAN,-4.6,1997-01
1885,1997,FEB,-1.0,1997-02
1886,1997,MAR,0.6,1997-03
1887,1997,APR,7.1,1997-04
1888,1997,MAY,10.9,1997-05
1889,1997,JUN,20.6,1997-06
1890,1997,JUL,21.6,1997-07
1891,1997,AUG,20.2,1997-08
1892,1997,SEP,16.9,1997-09
1893,1997,OCT,10.8,1997-10
1894,1997,NOV,3.9,1997-11
1895,1997,DEC,0.8,1997-12
1896,1998,JAN,-0.7,1998-01
1897,1998,FEB,1.4,1998-02
1898,1998,MAR,3.5,1998-03
1899,1998,APR,9.8,1998-04
1900,1998,MAY,18.0,1998-05
1901,1998,JUN,19.6,1998-06
1902,1998,JUL,22.3,1998-07
1903,1998,AUG,22.7,1998-08
1904,1998,SEP,19.4,1998-09
1905,1998,OCT,12.2,1998-10
1906,1998,NOV,6.3,1998-11
1907,1998,DEC,2.3,1998-12
1908,1999,JAN,-4.4,1999-01
1909,1999,FEB,-0.1,1999-02
1910,1999,MAR,1.7,1999-03
1911,1999,APR,8.9,1999-04
1912,1999,MAY,16.4,1999-05
1913,1999,JUN,21.1,1999-06
1914,1999,JUL,24.7,1999-07
1915,1999,AUG,20.9,1999-08
1916,1999,SEP,19.1,1999-09
1917,1999,OCT,10.8,1999-10
1918,1999,NOV,6.8,1999-11
1919,1999,DEC,1.0,1999-12
1920,2000,JAN,-4.0,2000-01
1921,2000,FEB,-0.8,2000-02
1922,2000,MAR,5.4,2000-03
1923,2000,APR,7.5,2000-04
1924,2000,MAY,15.2,2000-05
1925,2000,JUN,18.7,2000-06
1926,2000,JUL,20.9,2000-07
1927,2000,AUG,21.3,2000-08
1928,2000,SEP,16.9,2000-09
1929,2000,OCT,12.0,2000-10
1930,2000,NOV,5.1,2000-11
1931,2000,DEC,-4.9,2000-12
1932,2001,JAN,-2.2,2001-01
1933,2001,FEB,-1.7,2001-02
1934,2001,MAR,1.0,2001-03
1935,2001,APR,9.1,2001-04
1936,2001,MAY,15.2,2001-05
1937,2001,JUN,20.4,2001-06
1938,2001,JUL,21.4,2001-07
1939,2001,AUG,23.9,2001-08
1940,2001,SEP,17.6,2001-09
1941,2001,OCT,11.5,2001-10
1942,2001,NOV,8.2,2001-11
1943,2001,DEC,3.2,2001-12
1944,2002,JAN,0.9,2002-01
1945,2002,FEB,-0.2,2002-02
1946,2002,MAR,1.7,2002-03
1947,2002,APR,8.3,2002-04
1948,2002,MAY,12.2,2002-05
1949,2002,JUN,19.7,2002-06
1950,2002,JUL,24.5,2002-07
1951,2002,AUG,22.9,2002-08
1952,2002,SEP,20.8,2002-09
1953,2002,OCT,10.3,2002-10
1954,2002,NOV,4.3,2002-11
1955,2002,DEC,-0.6,2002-12
1956,2003,JAN,-6.1,2003-01
1957,2003,FEB,-5.1,2003-02
1958,2003,MAR,0.9,2003-03
1959,2003,APR,6.2,2003-04
1960,2003,MAY,13.1,2003-05
1961,2003,JUN,18.7,2003-06
1962,2003,JUL,,2003-07
1963,2003,AUG,,2003-08
1964,2003,SEP,,2003-09
1965,2003,OCT,,2003-10
1966,2003,NOV,,2003-11
1967,2003,DEC,,2003-12
1968,2004,JAN,,2004-01
1969,2004,FEB,,2004-02
1970,2004,MAR,,2004-03
1971,2004,APR,,2004-04
1972,2004,MAY,,2004-05
1973,2004,JUN,,2004-06
1974,2004,JUL,,2004-07
1975,2004,AUG,,2004-08
1976,2004,SEP,,2004-09
1977,2004,OCT,,2004-10
1978,2004,NOV,,2004-11
1979,2004,DEC,,2004-12
1980,2005,JAN,,2005-01
1981,2005,FEB,,2005-02
1982,2005,MAR,,2005-03
1983,2005,APR,,2005-04
1984,2005,MAY,,2005-05
1985,2005,JUN,,2005-06
1986,2005,JUL,,2005-07
1987,2005,AUG,,2005-08
1988,2005,SEP,,2005-09
1989,2005,OCT,,2005-10
1990,2005,NOV,,2005-11
1991,2005,DEC,,2005-12
1992,2006,JAN,,2006-01
1993,2006,FEB,,2006-02
1994,2006,MAR,,2006-03
1995,2006,APR,,2006-04
1996,2006,MAY,,2006-05
1997,2006,JUN,,2006-06
1998,2006,JUL,,2006-07
1999,2006,AUG,,2006-08
2000,2006,SEP,,2006-09
2001,2006,OCT,,2006-10
2002,2006,NOV,,2006-11
2003,2006,DEC,,2006-12
